Rep,N,Crate,Model,SE1,SE2,SE3,nu
38,25,0.0,MVT,0.626080048267984,0.504383884968126,0.34348783290646,4
38,25,0.0,MSL,0.62865013282874,0.505327582869215,0.34544971507031,4
38,25,0.0,MVNC,0.646413775782838,0.516805210155141,0.359929846672944,4
38,25,0.0,MVTC,0.626080048246233,0.504383884950924,0.34348783289328,4
38,25,0.0,MSLC,0.612481476475648,0.495001796361661,0.331497599301836,4
39,25,0.0,MVN,0.564690359977354,0.462324902320475,0.319335229072959,4
39,25,0.0,MVT,0.564696930420896,0.462325071012471,0.3193390179017,4
39,25,0.0,MSL,0.565100623813449,0.462353248483103,0.319570971468438,4
39,25,0.0,MVNC,0.564690359977354,0.462324902320475,0.319335229072959,4
39,25,0.0,MVTC,0.564692183350616,0.462324949284506,0.319336280520645,4
39,25,0.0,MSLC,0.577970923967764,0.460936863749786,0.32686874074403,4
40,25,0.0,MVN,0.550677489905314,0.475581016172494,0.279020734261874,4
40,25,0.0,MVT,0.550677595122195,0.475581205654519,0.279020980426546,4
40,25,0.0,MSL,0.550735677908656,0.475674943756452,0.279132315015424,4
40,25,0.0,MVNC,0.550677489905314,0.475581016172494,0.279020734261874,4
40,25,0.0,MVTC,0.550759779030058,0.475727990645384,0.279211269985865,4
40,25,0.0,MSLC,0.552405812264303,0.480876184546865,0.286031612999469,4
41,25,0.0,MVN,0.649204681849234,0.479107312907677,0.370580705757815,4
41,25,0.0,MVT,0.649203489827528,0.47910729860483,0.370580513929091,4
41,25,0.0,MSL,0.649128208498293,0.479110901630007,0.37057125977137,4
41,25,0.0,MVNC,0.649204681849233,0.479107312907677,0.370580705757815,4
41,25,0.0,MVTC,0.649202517231111,0.479107286739237,0.370580357279853,4
41,25,0.0,MSLC,0.628914102111886,0.471487886055293,0.362707627288187,4
42,25,0.0,MVN,0.600470725485795,0.436670230236862,0.296026854182849,4
42,25,0.0,MVT,0.581394103935188,0.374419147702363,0.284733758752329,4
42,25,0.0,MSL,0.597633878390218,0.385821082546199,0.291379778622531,4
42,25,0.0,MVNC,0.600470725485795,0.436670230236862,0.296026854182849,4
42,25,0.0,MVTC,0.581394103957376,0.374419147708676,0.284733758764095,4
42,25,0.0,MSLC,0.600238725559385,0.393340454695841,0.292349053491351,4
43,25,0.0,MVN,0.425616538647311,0.420792461728376,0.295344423158031,4
43,25,0.0,MVT,0.412626478063463,0.421171640673931,0.297572452866684,4
43,25,0.0,MSL,0.408695943670845,0.421055617435682,0.297757287605482,4
43,25,0.0,MVNC,0.425616538647311,0.420792461728376,0.295344423158031,4
43,25,0.0,MVTC,0.412626478054451,0.421171640698151,0.297572452890032,4
43,25,0.0,MSLC,0.402667796650264,0.422004804654571,0.299487598028918,4
44,25,0.0,MVN,0.502078409646149,0.366699588322967,0.31266705950486,4
44,25,0.0,MVT,0.47704362745738,0.302929697929054,0.276611290550398,4
44,25,0.0,MSL,0.479874882599134,0.312021892274652,0.279680832082102,4
