Rep,N,Crate,Model,LogLik,AIC,BIC,nu
100,25,0.15,MSLC,-122.081626753762,264.163253507524,276.352011756206,4
1,25,0.0,MVN,-127.197644573005,272.395289146009,283.365171569823,10
1,25,0.0,MVT,-127.19786191478,274.39572382956,286.584482078242,10
1,25,0.0,MSL,-127.206313253995,274.412626507989,286.601384756671,10
1,25,0.0,MVNC,-127.197644573005,272.395289146009,283.365171569823,10
1,25,0.0,MVTC,-127.197658472474,274.395316944949,286.584075193631,10
1,25,0.0,MSLC,-127.301106257519,274.602212515038,286.79097076372,10
2,25,0.0,MVN,-128.966220696432,275.932441392864,286.902323816678,10
2,25,0.0,MVT,-128.665708538411,277.331417076822,289.520175325504,10
2,25,0.0,MSL,-128.657043539326,277.314087078651,289.502845327333,10
2,25,0.0,MVNC,-128.966220696432,275.932441392864,286.902323816678,10
2,25,0.0,MVTC,-128.665708538428,277.331417076855,289.520175325537,10
2,25,0.0,MSLC,-128.81337809902,277.62675619804,289.815514446722,10
3,25,0.0,MVN,-119.032205518391,256.064411036783,267.034293460597,10
3,25,0.0,MVT,-119.032215341678,258.064430683356,270.253188932038,10
3,25,0.0,MSL,-119.039875942089,258.079751884177,270.268510132859,10
3,25,0.0,MVNC,-119.032205518391,256.064411036783,267.034293460597,10
3,25,0.0,MVTC,-119.032219051031,258.064438102063,270.253196350745,10
3,25,0.0,MSLC,-119.032371564873,258.064743129745,270.253501378427,10
4,25,0.0,MVN,-126.776130401158,271.552260802316,282.52214322613,10
4,25,0.0,MVT,-126.776174064686,273.552348129371,285.741106378053,10
4,25,0.0,MSL,-126.787439875159,273.574879750318,285.763637999,10
4,25,0.0,MVNC,-126.776130401158,271.552260802316,282.52214322613,10
4,25,0.0,MVTC,-126.776347716424,273.552695432847,285.741453681529,10
4,25,0.0,MSLC,-127.12752904965,274.255058099299,286.443816347981,10
5,25,0.0,MVN,-125.945015219691,269.890030439381,280.859912863195,10
5,25,0.0,MVT,-125.945154872868,271.890309745736,284.079067994418,10
5,25,0.0,MSL,-125.953400855127,271.906801710255,284.095559958937,10
5,25,0.0,MVNC,-125.945015219691,269.890030439381,280.859912863195,10
5,25,0.0,MVTC,-125.945025895846,271.890051791692,284.078810040374,10
5,25,0.0,MSLC,-126.07999077413,272.15998154826,284.348739796942,10
6,25,0.0,MVN,-130.514055622444,279.028111244888,289.997993668702,10
6,25,0.0,MVT,-130.514080436073,281.028160872146,293.216919120828,10
6,25,0.0,MSL,-130.522952381151,281.045904762301,293.234663010983,10
6,25,0.0,MVNC,-130.514055622444,279.028111244888,289.997993668702,10
6,25,0.0,MVTC,-130.514098269461,281.028196538923,293.216954787605,10
6,25,0.0,MSLC,-130.849482512833,281.698965025666,293.887723274348,10
7,25,0.0,MVN,-121.974837750803,261.949675501606,272.91955792542,10
7,25,0.0,MVT,-121.974877305049,263.949754610098,276.13851285878,10
7,25,0.0,MSL,-121.984047217339,263.968094434679,276.156852683361,10
7,25,0.0,MVNC,-121.974837750803,261.949675501606,272.91955792542,10
7,25,0.0,MVTC,-121.974888086683,263.949776173365,276.138534422047,10
7,25,0.0,MSLC,-121.981362898957,263.962725797915,276.151484046597,10
8,25,0.0,MVN,-130.013940666799,278.027881333598,288.997763757412,10
8,25,0.0,MVT,-130.014053022303,280.028106044606,292.216864293288,10
8,25,0.0,MSL,-130.02135238182,280.04270476364,292.231463012322,10
8,25,0.0,MVNC,-130.013940666799,278.027881333598,288.997763757412,10
8,25,0.0,MVTC,-130.014138176166,280.028276352332,292.217034601014,10
8,25,0.0,MSLC,-130.122554191059,280.245108382118,292.4338666308,10
9,25,0.0,MVN,-119.00597878459,256.01195756918,266.981839992994,10
9,25,0.0,MVT,-118.598550256291,257.197100512583,269.385858761265,10
9,25,0.0,MSL,-118.503422209307,257.006844418613,269.195602667295,10
9,25,0.0,MVNC,-119.00597878459,256.01195756918,266.981839992994,10
9,25,0.0,MVTC,-118.598550256285,257.19710051257,269.385858761252,10
9,25,0.0,MSLC,-118.965254995429,257.930509990857,270.119268239539,10
10,25,0.0,MVN,-124.443807906154,266.887615812308,277.857498236122,10
10,25,0.0,MVT,-124.443834391509,268.887668783017,281.076427031699,10
10,25,0.0,MSL,-124.450043496372,268.900086992744,281.088845241426,10
10,25,0.0,MVNC,-124.443807906154,266.887615812308,277.857498236122,10
10,25,0.0,MVTC,-124.443813898917,268.887627797833,281.076386046515,10
10,25,0.0,MSLC,-124.518727368275,269.037454736551,281.226212985233,10
11,25,0.0,MVN,-123.315177711435,264.63035542287,275.600237846684,10
11,25,0.0,MVT,-123.315208216847,266.630416433694,278.819174682376,10
11,25,0.0,MSL,-123.324122587481,266.648245174962,278.837003423644,10
11,25,0.0,MVNC,-123.315177711435,264.63035542287,275.600237846684,10
11,25,0.0,MVTC,-123.315208084184,266.630416168369,278.819174417051,10
11,25,0.0,MSLC,-123.514550884871,267.029101769741,279.217860018423,10
12,25,0.0,MVN,-141.245231549864,300.490463099728,311.460345523542,10
12,25,0.0,MVT,-141.245236924395,302.49047384879,314.679232097472,10
12,25,0.0,MSL,-141.251743875179,302.503487750358,314.69224599904,10
12,25,0.0,MVNC,-141.245231549864,300.490463099728,311.460345523542,10
12,25,0.0,MVTC,-141.251742349915,302.503484699829,314.692242948511,10
12,25,0.0,MSLC,-141.705475806989,303.410951613978,315.59970986266,10
13,25,0.0,MVN,-133.029892620448,284.059785240896,295.02966766471,10
13,25,0.0,MVT,-133.029962002637,286.059924005273,298.248682253955,10
13,25,0.0,MSL,-133.037899242629,286.075798485259,298.264556733941,10
13,25,0.0,MVNC,-133.029892620448,284.059785240896,295.02966766471,10
13,25,0.0,MVTC,-133.0298979161,286.0597958322,298.248554080882,10
13,25,0.0,MSLC,-133.521028099382,287.042056198763,299.230814447445,10
14,25,0.0,MVN,-127.723091403377,273.446182806755,284.416065230569,10
14,25,0.0,MVT,-127.723107760755,275.44621552151,287.634973770192,10
14,25,0.0,MSL,-127.7313600391,275.462720078201,287.651478326883,10
14,25,0.0,MVNC,-127.723091403377,273.446182806755,284.416065230569,10
14,25,0.0,MVTC,-127.723104017453,275.446208034907,287.634966283589,10
14,25,0.0,MSLC,-127.806834058002,275.613668116004,287.802426364686,10
15,25,0.0,MVN,-122.122510745024,262.245021490047,273.214903913861,10
15,25,0.0,MVT,-122.122550748114,264.245101496228,276.43385974491,10
15,25,0.0,MSL,-122.130591727625,264.26118345525,276.449941703932,10
15,25,0.0,MVNC,-122.122510745024,262.245021490047,273.214903913861,10
15,25,0.0,MVTC,-122.122549665458,264.245099330917,276.433857579599,10
15,25,0.0,MSLC,-122.124413422408,264.248826844815,276.437585093497,10
16,25,0.0,MVN,-127.544658895898,273.089317791797,284.059200215611,10
16,25,0.0,MVT,-127.544740330593,275.089480661187,287.278238909869,10
16,25,0.0,MSL,-127.551532482845,275.103064965689,287.291823214371,10
16,25,0.0,MVNC,-127.544658895898,273.089317791797,284.059200215611,10
16,25,0.0,MVTC,-127.544663874081,275.089327748162,287.278085996844,10
16,25,0.0,MSLC,-127.630316477798,275.260632955596,287.449391204278,10
17,25,0.0,MVN,-128.744343576626,275.488687153253,286.458569577067,10
17,25,0.0,MVT,-128.303798173985,276.60759634797,288.796354596652,10
17,25,0.0,MSL,-128.470466962162,276.940933924324,289.129692173006,10
17,25,0.0,MVNC,-128.744343576626,275.488687153253,286.458569577067,10
17,25,0.0,MVTC,-128.303798173986,276.607596347971,288.796354596653,10
17,25,0.0,MSLC,-128.498370353864,276.996740707728,289.18549895641,10
18,25,0.0,MVN,-120.43874712007,258.87749424014,269.847376663954,10
18,25,0.0,MVT,-120.43922448086,260.87844896172,273.067207210402,10
18,25,0.0,MSL,-120.447097921238,260.894195842477,273.082954091159,10
18,25,0.0,MVNC,-120.43874712007,258.87749424014,269.847376663954,10
18,25,0.0,MVTC,-120.438860242909,260.877720485818,273.0664787345,10
18,25,0.0,MSLC,-120.441734167927,260.883468335854,273.072226584536,10
19,25,0.0,MVN,-122.557476260466,263.114952520933,274.084834944747,10
19,25,0.0,MVT,-121.61471427962,263.22942855924,275.418186807922,10
19,25,0.0,MSL,-121.639754300714,263.279508601429,275.468266850111,10
19,25,0.0,MVNC,-122.557476260466,263.114952520933,274.084834944747,10
19,25,0.0,MVTC,-121.614714279622,263.229428559244,275.418186807926,10
19,25,0.0,MSLC,-122.503050286105,265.006100572209,277.194858820891,10
20,25,0.0,MVN,-124.948168767531,267.896337535062,278.866219958876,10
20,25,0.0,MVT,-124.948194749944,269.896389499888,282.08514774857,10
20,25,0.0,MSL,-124.954465952857,269.908931905713,282.097690154395,10
20,25,0.0,MVNC,-124.948168767531,267.896337535062,278.866219958876,10
20,25,0.0,MVTC,-124.94820336311,269.896406726221,282.085164974903,10
20,25,0.0,MSLC,-125.010844094198,270.021688188396,282.210446437078,10
21,25,0.0,MVN,-122.478649934781,262.957299869562,273.927182293376,10
21,25,0.0,MVT,-122.478797300868,264.957594601736,277.146352850418,10
21,25,0.0,MSL,-122.489019988089,264.978039976179,277.166798224861,10
21,25,0.0,MVNC,-122.478649934781,262.957299869562,273.927182293376,10
21,25,0.0,MVTC,-122.478784013766,264.957568027531,277.146326276213,10
21,25,0.0,MSLC,-122.51882162437,265.037643248739,277.226401497421,10
22,25,0.0,MVN,-130.505859354193,279.011718708386,289.9816011322,10
22,25,0.0,MVT,-130.505968866997,281.011937733993,293.200695982675,10
22,25,0.0,MSL,-130.513755024653,281.027510049307,293.216268297989,10
22,25,0.0,MVNC,-130.505859354193,279.011718708386,289.9816011322,10
22,25,0.0,MVTC,-130.505883958305,281.011767916611,293.200526165293,10
22,25,0.0,MSLC,-130.949904379904,281.899808759808,294.08856700849,10
23,25,0.0,MVN,-121.34128485056,260.68256970112,271.652452124934,10
23,25,0.0,MVT,-121.341518964388,262.683037928775,274.871796177457,10
23,25,0.0,MSL,-121.349066490163,262.698132980326,274.886891229008,10
23,25,0.0,MVNC,-121.34128485056,260.68256970112,271.652452124934,10
23,25,0.0,MVTC,-121.341375873011,262.682751746021,274.871509994703,10
23,25,0.0,MSLC,-121.354935551392,262.709871102784,274.898629351466,10
24,25,0.0,MVN,-129.747101104256,277.494202208512,288.464084632326,10
24,25,0.0,MVT,-129.748888448532,279.497776897064,291.686535145746,10
24,25,0.0,MSL,-129.754333531637,279.508667063273,291.697425311955,10
24,25,0.0,MVNC,-129.747101104256,277.494202208512,288.464084632326,10
24,25,0.0,MVTC,-129.748888455018,279.497776910036,291.686535158718,10
24,25,0.0,MSLC,-129.884105285032,279.768210570065,291.956968818747,10
25,25,0.0,MVN,-128.572329743293,275.144659486586,286.114541910399,10
25,25,0.0,MVT,-128.572341671613,277.144683343227,289.333441591909,10
25,25,0.0,MSL,-128.579365325426,277.158730650853,289.347488899535,10
25,25,0.0,MVNC,-128.572329743293,275.144659486586,286.114541910399,10
25,25,0.0,MVTC,-128.572528705986,277.145057411971,289.333815660653,10
25,25,0.0,MSLC,-128.812167176096,277.624334352192,289.813092600874,10
26,25,0.0,MVN,-127.102720674958,272.205441349915,283.175323773729,10
26,25,0.0,MVT,-127.102814280883,274.205628561766,286.394386810448,10
26,25,0.0,MSL,-127.10984657895,274.2196931579,286.408451406582,10
26,25,0.0,MVNC,-127.102720674958,272.205441349915,283.175323773729,10
26,25,0.0,MVTC,-127.102726670769,274.205453341539,286.394211590221,10
26,25,0.0,MSLC,-127.238446647024,274.476893294047,286.66565154273,10
27,25,0.0,MVN,-128.989425673523,275.978851347047,286.94873377086,10
27,25,0.0,MVT,-128.989444147841,277.978888295682,290.167646544364,10
27,25,0.0,MSL,-128.996474264387,277.992948528774,290.181706777456,10
27,25,0.0,MVNC,-128.989425673523,275.978851347047,286.94873377086,10
27,25,0.0,MVTC,-128.989506098215,277.97901219643,290.167770445112,10
27,25,0.0,MSLC,-129.249475554375,278.49895110875,290.687709357432,10
28,25,0.0,MVN,-127.161768098249,272.323536196498,283.293418620312,10
28,25,0.0,MVT,-127.161903646765,274.32380729353,286.512565542212,10
28,25,0.0,MSL,-127.169269545832,274.338539091664,286.527297340346,10
28,25,0.0,MVNC,-127.161768098249,272.323536196498,283.293418620312,10
28,25,0.0,MVTC,-127.161777024288,274.323554048576,286.512312297258,10
28,25,0.0,MSLC,-127.283191455089,274.566382910178,286.75514115886,10
29,25,0.0,MVN,-124.151423148561,266.302846297123,277.272728720936,10
29,25,0.0,MVT,-124.151456204433,268.302912408866,280.491670657548,10
29,25,0.0,MSL,-124.16098783187,268.32197566374,280.510733912422,10
29,25,0.0,MVNC,-124.151423148561,266.302846297123,277.272728720937,10
29,25,0.0,MVTC,-124.151525316969,268.303050633938,280.49180888262,10
29,25,0.0,MSLC,-124.17980695164,268.35961390328,280.548372151962,10
30,25,0.0,MVN,-113.761068464633,245.522136929266,256.49201935308,10
30,25,0.0,MVT,-113.761194167025,247.522388334051,259.711146582733,10
30,25,0.0,MSL,-113.771546393252,247.543092786504,259.731851035186,10
30,25,0.0,MVNC,-113.761068464633,245.522136929266,256.49201935308,10
30,25,0.0,MVTC,-113.761083625702,247.522167251405,259.710925500087,10
30,25,0.0,MSLC,-113.761820500646,247.523641001292,259.712399249974,10
31,25,0.0,MVN,-116.457964556996,250.915929113991,261.885811537805,10
31,25,0.0,MVT,-116.458036790717,252.916073581434,265.104831830116,10
31,25,0.0,MSL,-116.465100608919,252.930201217838,265.11895946652,10
31,25,0.0,MVNC,-116.457964556996,250.915929113992,261.885811537805,10
31,25,0.0,MVTC,-116.457989902996,252.915979805991,265.104738054673,10
31,25,0.0,MSLC,-116.458418790225,252.916837580451,265.105595829133,10
32,25,0.0,MVN,-126.185300734257,270.370601468515,281.340483892328,10
32,25,0.0,MVT,-126.185325662614,272.370651325227,284.559409573909,10
32,25,0.0,MSL,-126.192704798559,272.385409597117,284.574167845799,10
32,25,0.0,MVNC,-126.185300734257,270.370601468515,281.340483892328,10
32,25,0.0,MVTC,-126.185309996312,272.370619992624,284.559378241306,10
32,25,0.0,MSLC,-126.21592093792,272.43184187584,284.620600124522,10
33,25,0.0,MVN,-131.809218296548,281.618436593095,292.588319016909,10
33,25,0.0,MVT,-131.809228818628,283.618457637257,295.807215885939,10
33,25,0.0,MSL,-131.817829774861,283.635659549723,295.824417798405,10
33,25,0.0,MVNC,-131.809218296548,281.618436593095,292.588319016909,10
33,25,0.0,MVTC,-131.809247697844,283.618495395687,295.807253644369,10
33,25,0.0,MSLC,-132.035776724352,284.071553448703,296.260311697385,10
