Rep,N,Crate,Model,EST1,EST2,EST3,EST4,EST5,EST6,EST7,EST8,EST9,EST10,nu
24,25,0.0,MVN,0.478755498841548,1.43665467269082,3.02529793379635,9.3688803567534,7.09519172707811,7.16670979263025,3.22382404273789,2.9572935760605,3.08326086064041,0.0,4
24,25,0.0,MVT,0.754854856457308,1.57520906301966,3.08564910831012,7.33990113561874,5.78392154285656,5.9329157292919,2.78893372327512,2.63642128973134,2.66205116933686,8.69952559758601,4
24,25,0.0,MSL,0.749752900315099,1.56253405572184,3.06942972723287,5.26669022820274,4.18884643588477,4.29467845507806,2.03545691967406,1.91701210096679,1.94844946855397,4.23033502337667,4
24,25,0.0,MVNC,0.478755498841548,1.43665467269082,3.02529793379635,9.3688803567534,7.09519172707811,7.16670979263025,3.22382404273789,2.9572935760605,3.08326086064041,0.0,4
24,25,0.0,MVTC,0.754854856405108,1.57520906299002,3.08564910829573,7.33990113608129,5.78392154317802,5.93291572959542,2.78893372339989,2.63642128982902,2.66205116945716,8.69952560000404,4
24,25,0.0,MSLC,0.809856055534893,1.59569081520634,3.08412844182381,4.59701508683526,3.6887287058307,3.80390610179651,1.8163517209023,1.7326204087794,1.73880312665063,3.27805320386882,4
25,25,0.0,MVN,0.699652393202033,1.75609417865873,2.78471578407172,7.24443298987773,5.64268765850082,5.12385530974575,2.05187694765841,2.09650667202455,1.93109514759461,0.0,4
25,25,0.0,MVT,0.445437378892572,1.59295796716839,2.74085876031941,5.38760237623628,4.45091587162307,4.24188067295098,1.54813367841396,1.67180431839172,1.61681294306005,9.19519671927201,4
25,25,0.0,MSL,0.530041758448297,1.65642103535032,2.76128927951954,4.60484828525917,3.75103937531497,3.52702175465659,1.35287843047175,1.43351924761469,1.35422810183761,5.71886440256079,4
25,25,0.0,MVNC,0.699652393202033,1.75609417865873,2.78471578407172,7.24443298987773,5.64268765850082,5.12385530974575,2.05187694765841,2.09650667202455,1.93109514759461,0.0,4
