Rep,N,Crate,Model,Squared_Error1,Squared_Error2,Squared_Error3,Squared_Error4,Squared_Error5,Squared_Error6,Squared_Error7,Squared_Error8,Squared_Error9,Squared_Error10,MSE,nu
2,25,0.0,MSLC,7.4504627747567e-05,0.0308964817523257,0.279246292497571,1.61037764095733,0.450590511001587,0.345899774242611,0.477384726669526,0.052758902805073,0.065108026039851,12.6002808086909,0.368037428954847,4
3,25,0.0,MVN,0.336815274114097,0.493939217588428,0.081457800474708,66.7309869181447,18.2155821023111,5.14135550668397,5.59983530014589,2.71805697116372,2.67953948680179,0.0,11.3330631752698,4
3,25,0.0,MVT,0.0400078468183745,0.252484987636644,0.14447337455141,11.2615354750297,4.41227984176159,1.37292108569145,1.86002763986842,1.20299022876004,1.78892486963592,27.997567210022,2.48173837219484,4
3,25,0.0,MSL,0.0200885113952985,0.243093294308407,0.145778074169359,0.3911314332773,0.22044364278915,0.0062866901259117,0.255741679305977,0.118629809331611,0.259415877203333,0.0260383297054366,0.184512112434039,4
3,25,0.0,MVNC,0.336815274114097,0.493939217588428,0.081457800474708,66.7309869181447,18.2155821023111,5.14135550668398,5.59983530014589,2.71805697116373,2.6795394868018,0.0,11.3330631752698,4
3,25,0.0,MVTC,0.0400078468168924,0.252484987635398,0.144473374551549,11.2615354744071,4.41227984158362,1.37292108563353,1.86002763982611,1.20299022873445,1.78892486960379,27.9975672405564,2.48173837208805,4
3,25,0.0,MSLC,0.0212161049329623,0.246056633377968,0.144411636383077,0.495341012741406,0.268138427779188,0.0018146878454936,0.284056683491312,0.134690174517633,0.281356677706122,0.080036935882603,0.208564670975018,4
4,25,0.0,MVN,0.116092208833804,0.0005828482579332,0.0271752823523457,3.1880982257276,0.689727680292338,0.0010726390922823,0.0645684929028459,0.271142852674184,0.0241838484314515,0.0,0.486960453173864,4
4,25,0.0,MVT,0.116260011775271,0.0005895979512775,0.0271486201971386,3.18216985415127,0.68798222606004,0.0010143719705947,0.0645784870396839,0.271378042142164,0.0239944203829288,29109185.0573359,0.486123959074485,4
4,25,0.0,MSL,0.117499481572789,0.0006444925993574,0.0269042248703405,2.07962893945492,0.385390406997352,0.0179086343618736,0.102276183959544,0.329530967292872,0.004037481669365,1021.5666294908,0.340424534753157,4
4,25,0.0,MVNC,0.116092208833804,0.0005828482579332,0.0271752823523457,3.1880982257276,0.689727680292337,0.0010726390922823,0.0645684929028458,0.271142852674184,0.0241838484314522,0.0,0.486960453173864,4
4,25,0.0,MVTC,0.116260081364942,0.0005896007560933,0.0271486091607189,3.18216739707905,0.687981502872857,0.0010143481527361,0.0645784911794566,0.27137813963944,0.0239943420095437,29085033.1157619,0.486123612468315,4
4,25,0.0,MSLC,0.139924660418124,0.0020797643587243,0.0220812268528696,0.148798852980035,0.0008125250582655,0.427842884435588,0.2495156017098,0.543551325670084,0.056264617195801,15.8588715876095,0.17676349540881,4
5,25,0.0,MVN,0.226471685500263,0.0389996102540823,0.0032925582676833,11.6694501194354,5.39243749547159,4.20267536105493,1.18123215141943,2.00124333607109,11.6910679462001,0.0,4.04520780707495,4
5,25,0.0,MVT,0.0226743897872216,0.0002380258291526,0.0504758471815132,4.19622186285045,2.17154861061603,1.7522370517056,0.160126852469524,0.176040916566548,0.561186610285312,4.33383244472444,1.01008335192126,4
5,25,0.0,MSL,0.0592311601149412,0.0007442410106234,0.0626217509334424,0.0209832966829257,0.027929824493732,0.0008456276254877,0.024835726824145,0.0263332091730888,0.0002117644149083,0.197076183009861,0.0248596223636994,4
5,25,0.0,MVNC,0.226471685500263,0.0389996102540823,0.0032925582676833,11.6694501194354,5.39243749547159,4.20267536105494,1.18123215141943,2.00124333607109,11.6910679462001,0.0,4.04520780707495,4
5,25,0.0,MVTC,0.0226743897675238,0.0002380258301667,0.0504758471888627,4.19622186112393,2.17154860984394,1.75223705113004,0.160126852357471,0.176040916440187,0.561186609871503,4.33383337886545,1.01008335150596,4
5,25,0.0,MSLC,0.0547409617055077,0.0005250139758561,0.0639232502360426,0.0032434341485905,0.0124183404441461,0.0003628090389926,0.0341421968047629,0.035548881807958,0.0024324054785706,0.345445084478237,0.0230374770711586,4
6,25,0.0,MVN,0.601283123136247,0.184042681466963,0.0964462521845242,12.5409234321091,1.91088275179439,0.157891178192587,1.73281506711194,0.812243348229062,2.24622488548441,0.0,2.25363919107881,4
6,25,0.0,MVT,0.601284946023558,0.184042897217483,0.0964462072305886,12.5408855534608,1.9108674329831,0.157884960309962,1.73280477278861,0.812231776884395,2.24619374288856,131308543830.552,2.25362692108746,4
6,25,0.0,MSL,0.601485695954171,0.184064712792752,0.0964388149305748,11.152382131385,1.61817163238569,0.0970134952964848,1.55116782218483,0.706344781142813,2.0236226505861,5458.56562056274,2.00341019296205,4
6,25,0.0,MVNC,0.601283123136247,0.184042681466963,0.0964462521845242,12.5409234321091,1.91088275179439,0.157891178192587,1.73281506711194,0.812243348229061,2.24622488548442,0.0,2.25363919107881,4
6,25,0.0,MVTC,0.60128474741725,0.184042873710445,0.0964462121276869,12.54088968036,1.9108691019681,0.157885637743021,1.73280589435759,0.812233037580555,2.24619713586662,165382745073.082,2.25362825790348,4
6,25,0.0,MSLC,0.621254477729244,0.18599106808394,0.095223207138452,2.43115161727087,0.0772826810204173,0.240935571774015,0.364690097829435,0.0705470890010883,0.46666359815319,3.64647920926493,0.505971045333406,4
7,25,0.0,MVN,0.0355878180854475,0.113322865580333,0.129963915470242,44.7820781357636,11.854907105912,6.07466334806249,2.04296061547981,0.983106147018068,0.003824139826153,0.0,7.33560156568868,4
