Rep,N,Crate,Model,SE1,SE2,SE3,nu
20,25,0.0,MVNCR,0.225395519644066,0.654934920172096,0.329755479037408,4
20,25,0.0,MVTCR,0.209807519552322,0.670879043427794,0.333125697378063,4
20,25,0.0,MSLCR,0.200718562394396,0.665740732201697,0.328113619535499,4
21,25,0.0,MVNR,0.322033970178204,0.675554961941646,0.343541786845732,4
21,25,0.0,MVTR,0.278034357100529,0.59101453648095,0.294786456294633,4
21,25,0.0,MSLR,0.273473284386919,0.574283086538374,0.287780010862833,4
21,25,0.0,MVNCR,0.322033970178204,0.675554961941639,0.343541786845728,4
21,25,0.0,MVTCR,0.278034357053804,0.591014536427838,0.294786456259804,4
21,25,0.0,MSLCR,0.270120776454572,0.572258991975575,0.286661061522087,4
22,25,0.0,MVNR,0.19603225042703,0.515397483255964,0.276617531667915,4
22,25,0.0,MVTR,0.196032435462237,0.51539769128656,0.276617709591683,4
22,25,0.0,MSLR,0.196078850195076,0.515452299644569,0.276665151493973,4
22,25,0.0,MVNCR,0.19603225042703,0.515397483255959,0.276617531667913,4
22,25,0.0,MVTCR,0.196033507573151,0.515398896969048,0.27661874083415,4
22,25,0.0,MSLCR,0.198189922510124,0.518292059565341,0.279307344740829,4
23,25,0.0,MVNR,0.332850380201867,0.476087270928396,0.205273647336309,4
23,25,0.0,MVTR,0.31978950996463,0.433334432345801,0.194164672605137,4
23,25,0.0,MSLR,0.325133712040028,0.420689232512759,0.189294303266888,4
23,25,0.0,MVNCR,0.332850380201869,0.476087270928401,0.205273647336311,4
23,25,0.0,MVTCR,0.319789509828407,0.433334432052836,0.194164672532498,4
23,25,0.0,MSLCR,0.316821241278697,0.398212238449983,0.184444960454854,4
24,25,0.0,MVNR,0.258822456268062,0.31748295434563,0.145413757272583,4
24,25,0.0,MVTR,0.25882257694172,0.317483083200172,0.145413815125685,4
24,25,0.0,MSLR,0.2588730719943,0.317538566716631,0.145438784493457,4
24,25,0.0,MVNCR,0.258822456268062,0.31748295434563,0.145413757272582,4
24,25,0.0,MVTCR,0.25882259926506,0.317483107564058,0.145413826162595,4
24,25,0.0,MSLCR,0.267439673173556,0.327532680377743,0.149788286834154,4
25,25,0.0,MVNR,0.24376109456602,0.493806828277483,0.223581168007474,4
25,25,0.0,MVTR,0.241773027120399,0.510692678655786,0.237262074627002,4
