Rep,N,Crate,Model,MSE_R,MSE_C,nu
52,50,0.05,MVNR,2.28073127373248,,10
52,50,0.05,MVTR,2.28077536170407,,10
52,50,0.05,MSLR,2.28083051856221,,10
52,50,0.05,MVNCR,2.28409245463942,0.41600611092258,10
52,50,0.05,MVTCR,2.2853476057062,0.44010923403165,10
52,50,0.05,MSLCR,2.31141247656735,1.60560308532858,10
53,50,0.05,MVNR,1.9300797173918,,10
53,50,0.05,MVTR,1.93007967852215,,10
53,50,0.05,MSLR,1.93007028171601,,10
53,50,0.05,MVNCR,1.9287034423324,0.30678270274618,10
53,50,0.05,MVTCR,1.92956391270523,0.360921151472762,10
53,50,0.05,MSLCR,1.95388609765842,1.91140902310546,10
54,50,0.05,MVNR,1.84246539667115,,10
54,50,0.05,MVTR,1.84246530407429,,10
54,50,0.05,MSLR,1.84246593368197,,10
54,50,0.05,MVNCR,1.8413954513148,0.391473255197884,10
54,50,0.05,MVTCR,1.84120252481347,0.394984709326921,10
54,50,0.05,MSLCR,1.89214953477157,0.967491138920583,10
55,50,0.05,MVNR,1.53474603225253,,10
55,50,0.05,MVTR,1.53474562583878,,10
55,50,0.05,MSLR,1.53473879714173,,10
55,50,0.05,MVNCR,1.53414656819728,0.219904155457832,10
55,50,0.05,MVTCR,1.53437360735101,0.225100686818438,10
55,50,0.05,MSLCR,1.69512577801336,1.15961849439038,10
56,50,0.05,MVNR,1.93099824159958,,10
56,50,0.05,MVTR,1.93099927399894,,10
56,50,0.05,MSLR,1.93099688168573,,10
56,50,0.05,MVNCR,1.92943349849217,0.242707746876557,10
56,50,0.05,MVTCR,1.92865584504054,0.241356507893923,10
56,50,0.05,MSLCR,2.07896246576448,1.2154388421459,10
57,50,0.05,MVNR,2.34238561525474,,10
57,50,0.05,MVTR,2.3423860509268,,10
57,50,0.05,MSLR,2.34236142752978,,10
57,50,0.05,MVNCR,2.34141220036827,0.385558102519233,10
57,50,0.05,MVTCR,2.342763478569,0.366376186373684,10
57,50,0.05,MSLCR,2.3494788097521,1.07760148864039,10
58,50,0.05,MVNR,1.9926357657862,,10
58,50,0.05,MVTR,1.99267597744214,,10
58,50,0.05,MSLR,1.99265140908732,,10
58,50,0.05,MVNCR,1.98943073719393,0.293641772862006,10
58,50,0.05,MVTCR,1.99027294625837,0.296732300500764,10
58,50,0.05,MSLCR,2.01836444592856,1.86203391156384,10
59,50,0.05,MVNR,1.84434082504306,,10
59,50,0.05,MVTR,1.84432596562888,,10
59,50,0.05,MSLR,1.84433851911682,,10
59,50,0.05,MVNCR,1.84408256046338,0.183990259691749,10
59,50,0.05,MVTCR,1.84469233322402,0.28861272764506,10
59,50,0.05,MSLCR,1.93328617386645,1.41505764090532,10
60,50,0.05,MVNR,1.79087759733319,,10
60,50,0.05,MVTR,1.79092417681062,,10
60,50,0.05,MSLR,1.79090774856402,,10
60,50,0.05,MVNCR,1.79154054231941,0.115136801634838,10
60,50,0.05,MVTCR,1.79473501914671,0.242940054195027,10
60,50,0.05,MSLCR,1.8118042643384,0.813213689290326,10
61,50,0.05,MVNR,2.18843810886845,,10
61,50,0.05,MVTR,2.18843852866641,,10
61,50,0.05,MSLR,2.1884402539048,,10
61,50,0.05,MVNCR,2.19012985466143,0.173452285344308,10
61,50,0.05,MVTCR,2.18847381994538,0.205958403527015,10
61,50,0.05,MSLCR,2.22068060050695,0.637954481422866,10
62,50,0.05,MVNR,2.11529017402576,,10
62,50,0.05,MVTR,2.11529053038557,,10
62,50,0.05,MSLR,2.11529256443218,,10
62,50,0.05,MVNCR,2.11504792274419,0.358513856200777,10
62,50,0.05,MVTCR,2.11769108948043,0.487649912010588,10
62,50,0.05,MSLCR,2.12380637040046,1.13993730035891,10
63,50,0.05,MVNR,1.67621076322927,,10
63,50,0.05,MVTR,1.67621063811946,,10
63,50,0.05,MSLR,1.67621243723457,,10
63,50,0.05,MVNCR,1.67585915572803,0.344875619043032,10
63,50,0.05,MVTCR,1.67662077911004,0.289969494752498,10
63,50,0.05,MSLCR,1.93331860584968,0.431334436255816,10
64,50,0.05,MVNR,1.7880888324554,,10
64,50,0.05,MVTR,1.7880903918948,,10
64,50,0.05,MSLR,1.78808638455912,,10
64,50,0.05,MVNCR,1.78838797599816,0.226064808893839,10
64,50,0.05,MVTCR,1.7887488941925,0.218171268230358,10
64,50,0.05,MSLCR,1.88536371272435,1.21436978131606,10
65,50,0.05,MVNR,2.16136667300074,,10
65,50,0.05,MVTR,2.16136994628915,,10
65,50,0.05,MSLR,2.16136816045145,,10
65,50,0.05,MVNCR,2.15948075279104,0.591974478211778,10
65,50,0.05,MVTCR,2.16082542857295,0.607496696673259,10
65,50,0.05,MSLCR,2.17631111942107,1.76736720702468,10
66,50,0.05,MVNR,1.79813538928682,,10
66,50,0.05,MVTR,1.79809460281712,,10
66,50,0.05,MSLR,1.79816661837835,,10
66,50,0.05,MVNCR,1.8041872178722,0.272237848068242,10
66,50,0.05,MVTCR,1.80048712321856,0.273774569497446,10
66,50,0.05,MSLCR,1.93665269904571,1.30795846186441,10
67,50,0.05,MVNR,1.81690706364381,,10
67,50,0.05,MVTR,1.81675076293024,,10
67,50,0.05,MSLR,1.81678899788161,,10
67,50,0.05,MVNCR,1.8147828628747,0.292506383790194,10
67,50,0.05,MVTCR,1.81606848287531,0.314227361834989,10
67,50,0.05,MSLCR,1.86369421129858,1.15917157464186,10
68,50,0.05,MVNR,2.11471539520492,,10
68,50,0.05,MVTR,2.11470796166549,,10
68,50,0.05,MSLR,2.1146950049788,,10
68,50,0.05,MVNCR,2.11335125540726,0.488612311511901,10
68,50,0.05,MVTCR,2.11262419895135,0.447007184382855,10
68,50,0.05,MSLCR,2.20462332948275,1.20461317263398,10
69,50,0.05,MVNR,1.64689775910057,,10
69,50,0.05,MVTR,1.64689640404005,,10
69,50,0.05,MSLR,1.64689469239772,,10
69,50,0.05,MVNCR,1.64762545776963,0.492225705859406,10
69,50,0.05,MVTCR,1.64886369014325,0.489239929572443,10
69,50,0.05,MSLCR,1.82350564077068,1.15785185729179,10
70,50,0.05,MVNR,2.38848006049152,,10
70,50,0.05,MVTR,2.38808135479072,,10
70,50,0.05,MSLR,2.38831686033027,,10
70,50,0.05,MVNCR,2.38372271255664,1.66842661853086,10
70,50,0.05,MVTCR,2.38638659756452,1.31223481365465,10
70,50,0.05,MSLCR,2.40441862195901,1.79658902935153,10
71,50,0.05,MVNR,1.9615877219097,,10
71,50,0.05,MVTR,1.96121346837333,,10
71,50,0.05,MSLR,1.96081171743088,,10
71,50,0.05,MVNCR,1.96028839582048,0.277823218235174,10
71,50,0.05,MVTCR,1.96060814795305,0.280540316730115,10
71,50,0.05,MSLCR,2.00815520493544,1.43141058288525,10
72,50,0.05,MVNR,2.20000627768206,,10
72,50,0.05,MVTR,2.19990697696355,,10
72,50,0.05,MSLR,2.19975997848136,,10
72,50,0.05,MVNCR,2.19899350913506,0.420078368091493,10
72,50,0.05,MVTCR,2.20036474848455,0.418967195965395,10
72,50,0.05,MSLCR,2.22483251402645,1.89908935485895,10
73,50,0.05,MVNR,1.92618641618398,,10
73,50,0.05,MVTR,1.92618674642584,,10
73,50,0.05,MSLR,1.92616686598797,,10
73,50,0.05,MVNCR,1.925525292714,0.18497015383971,10
73,50,0.05,MVTCR,1.9254145006715,0.197525344846771,10
73,50,0.05,MSLCR,1.95914306285214,1.11192214948623,10
74,50,0.05,MVNR,1.79653788283625,,10
74,50,0.05,MVTR,1.79655948027491,,10
74,50,0.05,MSLR,1.79655689252229,,10
74,50,0.05,MVNCR,1.79280767874493,0.158667932885852,10
74,50,0.05,MVTCR,1.79527566481094,0.177743399626808,10
74,50,0.05,MSLCR,1.85792456748307,1.38273693506566,10
75,50,0.05,MVNR,2.21350055856054,,10
75,50,0.05,MVTR,2.21350354009203,,10
75,50,0.05,MSLR,2.21350117975719,,10
75,50,0.05,MVNCR,2.21078094092375,0.87575610124647,10
75,50,0.05,MVTCR,2.21308958498133,0.870180129856264,10
75,50,0.05,MSLCR,2.24238867542066,1.31215506812017,10
76,50,0.05,MVNR,1.85450422010579,,10
76,50,0.05,MVTR,1.85450512454523,,10
76,50,0.05,MSLR,1.85449776127439,,10
76,50,0.05,MVNCR,1.8536250552875,0.203377049724019,10
76,50,0.05,MVTCR,1.85368514629023,0.227814160526327,10
76,50,0.05,MSLCR,1.89733513776107,1.53242828519901,10
77,50,0.05,MVNR,1.87158012027801,,10
77,50,0.05,MVTR,1.87155421416646,,10
77,50,0.05,MSLR,1.87156059305043,,10
77,50,0.05,MVNCR,1.87046511036775,0.196712915224647,10
77,50,0.05,MVTCR,1.8706744271073,0.175118766211243,10
77,50,0.05,MSLCR,1.94470780493102,0.84741552762276,10
78,50,0.05,MVNR,2.15181798490852,,10
78,50,0.05,MVTR,2.15110389256477,,10
78,50,0.05,MSLR,2.1515443831228,,10
78,50,0.05,MVNCR,2.15028654938441,0.517663556880191,10
78,50,0.05,MVTCR,2.15340255687107,0.473253025939215,10
78,50,0.05,MSLCR,2.17365793147868,1.70730558519257,10
79,50,0.05,MVNR,1.75298908572652,,10
79,50,0.05,MVTR,1.75298898232658,,10
79,50,0.05,MSLR,1.75298638759223,,10
79,50,0.05,MVNCR,1.75260300889628,0.434945158626676,10
79,50,0.05,MVTCR,1.75288107036871,0.432882045115015,10
79,50,0.05,MSLCR,1.90569015607537,0.792608056353035,10
80,50,0.05,MVNR,1.86972974674149,,10
80,50,0.05,MVTR,1.86998966242513,,10
80,50,0.05,MSLR,1.86967988642469,,10
80,50,0.05,MVNCR,1.86786322395929,0.306062872108496,10
80,50,0.05,MVTCR,1.87257620713988,0.411907931042679,10
80,50,0.05,MSLCR,1.88458686724471,1.36238971568798,10
81,50,0.05,MVNR,1.83061627000594,,10
81,50,0.05,MVTR,1.8306205498144,,10
81,50,0.05,MSLR,1.83061750021954,,10
81,50,0.05,MVNCR,1.8291046764944,0.620303970538297,10
81,50,0.05,MVTCR,1.8299542887017,0.621303281927885,10
81,50,0.05,MSLCR,1.90189780240819,0.938871099989239,10
82,50,0.05,MVNR,1.65249769359116,,10
82,50,0.05,MVTR,1.65249853263967,,10
82,50,0.05,MSLR,1.65249696853682,,10
82,50,0.05,MVNCR,1.64943476058787,1.16090587567417,10
82,50,0.05,MVTCR,1.6500484202943,1.12051758192594,10
82,50,0.05,MSLCR,2.07568414354644,1.17533375231716,10
83,50,0.05,MVNR,2.39623443388466,,10
83,50,0.05,MVTR,2.3961799119907,,10
83,50,0.05,MSLR,2.39620821453339,,10
83,50,0.05,MVNCR,2.39585373216078,0.473100555052286,10
83,50,0.05,MVTCR,2.39824649835685,0.456324436230889,10
83,50,0.05,MSLCR,2.41945519507928,1.79218050911108,10
84,50,0.05,MVNR,2.01267154697685,,10
84,50,0.05,MVTR,2.01267702573922,,10
84,50,0.05,MSLR,2.01267035839723,,10
84,50,0.05,MVNCR,2.0121211069805,0.180116995780568,10
84,50,0.05,MVTCR,2.01342305166316,0.199183464797647,10
84,50,0.05,MSLCR,2.02158449615618,1.40791779385608,10
85,50,0.05,MVNR,1.60691459653164,,10
85,50,0.05,MVTR,1.60691422563988,,10
85,50,0.05,MSLR,1.60691437167249,,10
85,50,0.05,MVNCR,1.60650283117886,0.141931686129109,10
85,50,0.05,MVTCR,1.60647283675965,0.17132330265287,10
85,50,0.05,MSLCR,1.70138661222398,0.99265194546586,10
86,50,0.05,MVNR,1.82945650984544,,10
86,50,0.05,MVTR,1.82905386805929,,10
86,50,0.05,MSLR,1.82913937667275,,10
86,50,0.05,MVNCR,1.82832218926689,0.186471636676816,10
86,50,0.05,MVTCR,1.8305570837665,0.223104113299251,10
86,50,0.05,MSLCR,1.90307172637026,1.32202142390119,10
87,50,0.05,MVNR,1.58091868392292,,10
87,50,0.05,MVTR,1.58091871891701,,10
87,50,0.05,MSLR,1.58091896729401,,10
87,50,0.05,MVNCR,1.58040113047547,0.193808525824695,10
87,50,0.05,MVTCR,1.58042974411846,0.203299328131996,10
87,50,0.05,MSLCR,1.71810938837147,1.23438937943745,10
88,50,0.05,MVNR,1.65171177415616,,10
88,50,0.05,MVTR,1.65177020936348,,10
88,50,0.05,MSLR,1.65174310855274,,10
88,50,0.05,MVNCR,1.64851203983267,0.779535649163761,10
88,50,0.05,MVTCR,1.64923031995513,0.758887677248858,10
88,50,0.05,MSLCR,1.83663212985932,1.40568745683043,10
89,50,0.05,MVNR,1.96875497411633,,10
89,50,0.05,MVTR,1.96878062565799,,10
89,50,0.05,MSLR,1.96875581703575,,10
89,50,0.05,MVNCR,1.96963467484396,0.168563241242306,10
89,50,0.05,MVTCR,1.9710172726701,0.199072713320064,10
89,50,0.05,MSLCR,1.99390114389369,0.853628886195935,10
90,50,0.05,MVNR,1.68361409527697,,10
90,50,0.05,MVTR,1.68361893700734,,10
90,50,0.05,MSLR,1.68361444832355,,10
90,50,0.05,MVNCR,1.68466881000644,0.139603681794843,10
90,50,0.05,MVTCR,1.68424369680833,0.153411739265948,10
90,50,0.05,MSLCR,1.77204968332931,1.22269606916855,10
91,50,0.05,MVNR,1.69775505540765,,10
91,50,0.05,MVTR,1.69775292616056,,10
91,50,0.05,MSLR,1.6977579098747,,10
91,50,0.05,MVNCR,1.69687407421227,0.102059208701982,10
91,50,0.05,MVTCR,1.69953876983031,0.109486721357372,10
91,50,0.05,MSLCR,1.89502650997419,0.62747591651531,10
92,50,0.05,MVNR,1.94038502863234,,10
92,50,0.05,MVTR,1.94038543412928,,10
92,50,0.05,MSLR,1.94037590975889,,10
92,50,0.05,MVNCR,1.93630916816078,0.567983160273026,10
92,50,0.05,MVTCR,1.93635037084976,0.53428828193508,10
92,50,0.05,MSLCR,2.0142564917197,0.74841757917774,10
93,50,0.05,MVNR,1.72206373934393,,10
93,50,0.05,MVTR,1.7220637498054,,10
93,50,0.05,MSLR,1.72205154291423,,10
93,50,0.05,MVNCR,1.72174680937992,0.140240087445903,10
93,50,0.05,MVTCR,1.72410524783538,0.18724686764145,10
93,50,0.05,MSLCR,1.83053955917166,1.35816381304966,10
94,50,0.05,MVNR,1.8411893506886,,10
94,50,0.05,MVTR,1.84119035134017,,10
94,50,0.05,MSLR,1.84119511404236,,10
94,50,0.05,MVNCR,1.83971526864187,0.307378650158198,10
94,50,0.05,MVTCR,1.84448425663091,0.315819663434418,10
94,50,0.05,MSLCR,2.08554116281974,0.741248251415185,10
95,50,0.05,MVNR,2.05115797100957,,10
95,50,0.05,MVTR,2.05110435186629,,10
95,50,0.05,MSLR,2.05114733521628,,10
95,50,0.05,MVNCR,2.04970660132124,0.310379266518858,10
95,50,0.05,MVTCR,2.04939554290023,0.224389934385775,10
95,50,0.05,MSLCR,2.0549947213411,0.974262740275889,10
96,50,0.05,MVNR,1.91835831281402,,10
96,50,0.05,MVTR,1.91836778442574,,10
96,50,0.05,MSLR,1.91835791489587,,10
96,50,0.05,MVNCR,1.91626193351102,0.154105984854749,10
96,50,0.05,MVTCR,1.91536498158396,0.173434788609167,10
96,50,0.05,MSLCR,1.97019845015089,1.24698002602258,10
97,50,0.05,MVNR,1.59350572967747,,10
97,50,0.05,MVTR,1.5933032148308,,10
97,50,0.05,MSLR,1.59350309041895,,10
97,50,0.05,MVNCR,1.59003753661197,0.123774535774525,10
97,50,0.05,MVTCR,1.59048093987363,0.120398451375491,10
97,50,0.05,MSLCR,1.6735016168766,1.11258631486032,10
98,50,0.05,MVNR,2.10404824422003,,10
98,50,0.05,MVTR,2.10405068508355,,10
98,50,0.05,MSLR,2.10404701132341,,10
98,50,0.05,MVNCR,2.1051640882906,0.713513681535,10
98,50,0.05,MVTCR,2.10538917705356,0.69301882455119,10
98,50,0.05,MSLCR,2.13910294913872,1.00508951171752,10
99,50,0.05,MVNR,1.68943662918936,,10
99,50,0.05,MVTR,1.68943662073781,,10
99,50,0.05,MSLR,1.68943294791461,,10
99,50,0.05,MVNCR,1.68902450866759,0.103782683155323,10
99,50,0.05,MVTCR,1.68916704198124,0.1430634795531,10
99,50,0.05,MSLCR,1.71348201685875,0.570517877275192,10
100,50,0.05,MVNR,1.91450712324469,,10
100,50,0.05,MVTR,1.91450287943625,,10
100,50,0.05,MSLR,1.91450406922462,,10
100,50,0.05,MVNCR,1.91412967359117,0.327099450761025,10
100,50,0.05,MVTCR,1.91441386236467,0.303886188894501,10
100,50,0.05,MSLCR,2.06902923247362,0.948431709080604,10
1,100,0.0,MVNR,3.00399558942288,,4
1,100,0.0,MVTR,3.01512662957819,,4
1,100,0.0,MSLR,3.01573525682878,,4
1,100,0.0,MVNCR,3.00399558942288,,4
1,100,0.0,MVTCR,3.0151266295308,,4
1,100,0.0,MSLCR,3.01362090757951,,4
2,100,0.0,MVNR,2.73915800726295,,4
2,100,0.0,MVTR,2.73924985413497,,4
2,100,0.0,MSLR,2.73919824608629,,4
2,100,0.0,MVNCR,2.73915800726295,,4
2,100,0.0,MVTCR,2.73924985413541,,4
2,100,0.0,MSLCR,2.7392701088121,,4
3,100,0.0,MVNR,3.12006675743218,,4
3,100,0.0,MVTR,3.12179859933163,,4
3,100,0.0,MSLR,3.1217233045965,,4
3,100,0.0,MVNCR,3.12006675743218,,4
3,100,0.0,MVTCR,3.12179859933383,,4
3,100,0.0,MSLCR,3.12262530257974,,4
4,100,0.0,MVNR,3.55237835326574,,4
4,100,0.0,MVTR,3.55452938395429,,4
4,100,0.0,MSLR,3.55451052612652,,4
4,100,0.0,MVNCR,3.55237835326574,,4
4,100,0.0,MVTCR,3.55452938395533,,4
4,100,0.0,MSLCR,3.55448961757751,,4
5,100,0.0,MVNR,3.26239026642172,,4
5,100,0.0,MVTR,3.26470089281723,,4
5,100,0.0,MSLR,3.26515608668223,,4
5,100,0.0,MVNCR,3.26239026642171,,4
5,100,0.0,MVTCR,3.26470089283656,,4
5,100,0.0,MSLCR,3.26529110306655,,4
6,100,0.0,MVNR,3.15313454553801,,4
6,100,0.0,MVTR,3.15592711206204,,4
6,100,0.0,MSLR,3.15566700931813,,4
6,100,0.0,MVNCR,3.15313454553801,,4
6,100,0.0,MVTCR,3.15592711205817,,4
6,100,0.0,MSLCR,3.15568594407749,,4
7,100,0.0,MVNR,3.17492617228199,,4
7,100,0.0,MVTR,3.17856523531166,,4
7,100,0.0,MSLR,3.17735172521699,,4
7,100,0.0,MVNCR,3.17492617228199,,4
7,100,0.0,MVTCR,3.17856523532141,,4
7,100,0.0,MSLCR,3.1773167154831,,4
8,100,0.0,MVNR,2.85870950418444,,4
8,100,0.0,MVTR,2.86354010008284,,4
8,100,0.0,MSLR,2.86311789030033,,4
8,100,0.0,MVNCR,2.85870950418444,,4
8,100,0.0,MVTCR,2.86354010009023,,4
8,100,0.0,MSLCR,2.86205637295296,,4
9,100,0.0,MVNR,2.98650967626648,,4
9,100,0.0,MVTR,2.99018379192041,,4
9,100,0.0,MSLR,2.98959381381471,,4
9,100,0.0,MVNCR,2.98650967626648,,4
9,100,0.0,MVTCR,2.99018379192177,,4
9,100,0.0,MSLCR,2.98935296912337,,4
10,100,0.0,MVNR,2.76655742722391,,4
10,100,0.0,MVTR,2.76854695386539,,4
10,100,0.0,MSLR,2.76761318542369,,4
10,100,0.0,MVNCR,2.76655742722391,,4
10,100,0.0,MVTCR,2.76854695386661,,4
10,100,0.0,MSLCR,2.76771529015357,,4
11,100,0.0,MVNR,2.86033605952053,,4
11,100,0.0,MVTR,2.86436547879813,,4
11,100,0.0,MSLR,2.8648715249407,,4
11,100,0.0,MVNCR,2.86033605952053,,4
11,100,0.0,MVTCR,2.86436547880524,,4
11,100,0.0,MSLCR,2.86584510555708,,4
12,100,0.0,MVNR,3.7211883327226,,4
12,100,0.0,MVTR,3.72794999516541,,4
12,100,0.0,MSLR,3.72551308645139,,4
12,100,0.0,MVNCR,3.7211883327226,,4
12,100,0.0,MVTCR,3.72794999515702,,4
12,100,0.0,MSLCR,3.72703496438923,,4
13,100,0.0,MVNR,3.10505627018346,,4
13,100,0.0,MVTR,3.10858296960371,,4
13,100,0.0,MSLR,3.10742097175993,,4
13,100,0.0,MVNCR,3.10505627018346,,4
13,100,0.0,MVTCR,3.10858296960939,,4
13,100,0.0,MSLCR,3.1069781061643,,4
14,100,0.0,MVNR,3.15370865836336,,4
14,100,0.0,MVTR,3.15771836985112,,4
14,100,0.0,MSLR,3.15887015154303,,4
14,100,0.0,MVNCR,3.15370865836335,,4
14,100,0.0,MVTCR,3.15771836986493,,4
14,100,0.0,MSLCR,3.15902804813144,,4
15,100,0.0,MVNR,2.59401817510323,,4
15,100,0.0,MVTR,2.5931481522867,,4
15,100,0.0,MSLR,2.5930928870986,,4
15,100,0.0,MVNCR,2.59401817510323,,4
15,100,0.0,MVTCR,2.59314815229161,,4
15,100,0.0,MSLCR,2.59310510895413,,4
16,100,0.0,MVNR,3.80224801637258,,4
16,100,0.0,MVTR,3.81016315708837,,4
16,100,0.0,MSLR,3.81031673712105,,4
16,100,0.0,MVNCR,3.80224801637258,,4
16,100,0.0,MVTCR,3.81016315708892,,4
16,100,0.0,MSLCR,3.81002977642033,,4
17,100,0.0,MVNR,3.58655532035357,,4
17,100,0.0,MVTR,3.6002041995754,,4
17,100,0.0,MSLR,3.60122595973861,,4
17,100,0.0,MVNCR,3.58655532035357,,4
17,100,0.0,MVTCR,3.60020419960976,,4
17,100,0.0,MSLCR,3.60021981632965,,4
18,100,0.0,MVNR,3.91955496623833,,4
18,100,0.0,MVTR,3.92153517083219,,4
18,100,0.0,MSLR,3.92148783851548,,4
18,100,0.0,MVNCR,3.91955496623833,,4
18,100,0.0,MVTCR,3.92153517083333,,4
18,100,0.0,MSLCR,3.92148260716511,,4
19,100,0.0,MVNR,2.93601604282397,,4
19,100,0.0,MVTR,2.93682731520576,,4
19,100,0.0,MSLR,2.93714197986342,,4
19,100,0.0,MVNCR,2.93601604282397,,4
19,100,0.0,MVTCR,2.93682731520652,,4
19,100,0.0,MSLCR,2.93713130212025,,4
20,100,0.0,MVNR,3.20776923672788,,4
20,100,0.0,MVTR,3.21113126162377,,4
20,100,0.0,MSLR,3.20980842202341,,4
20,100,0.0,MVNCR,3.20776923672788,,4
20,100,0.0,MVTCR,3.21113126164267,,4
20,100,0.0,MSLCR,3.20974879766793,,4
21,100,0.0,MVNR,3.1031882240488,,4
21,100,0.0,MVTR,3.10577448522591,,4
21,100,0.0,MSLR,3.10588676063333,,4
21,100,0.0,MVNCR,3.1031882240488,,4
21,100,0.0,MVTCR,3.10577448521907,,4
21,100,0.0,MSLCR,3.10598018290884,,4
22,100,0.0,MVNR,4.01634112366502,,4
22,100,0.0,MVTR,4.01937936753306,,4
22,100,0.0,MSLR,4.01963061910109,,4
22,100,0.0,MVNCR,4.01634112366502,,4
22,100,0.0,MVTCR,4.01937936753305,,4
22,100,0.0,MSLCR,4.0196573494967,,4
23,100,0.0,MVNR,2.91207718487159,,4
23,100,0.0,MVTR,2.91564038059402,,4
23,100,0.0,MSLR,2.91630719057709,,4
23,100,0.0,MVNCR,2.91207718487159,,4
23,100,0.0,MVTCR,2.91564038064171,,4
23,100,0.0,MSLCR,2.91635242623865,,4
24,100,0.0,MVNR,2.3736560320076,,4
24,100,0.0,MVTR,2.37351232085623,,4
24,100,0.0,MSLR,2.37359321419066,,4
24,100,0.0,MVNCR,2.3736560320076,,4
24,100,0.0,MVTCR,2.37351232085669,,4
24,100,0.0,MSLCR,2.3735675016788,,4
25,100,0.0,MVNR,4.58386332969515,,4
25,100,0.0,MVTR,4.58469586171258,,4
25,100,0.0,MSLR,4.58518337131465,,4
25,100,0.0,MVNCR,4.58386332969514,,4
25,100,0.0,MVTCR,4.58469586171262,,4
25,100,0.0,MSLCR,4.58537787287664,,4
26,100,0.0,MVNR,3.30951525065086,,4
26,100,0.0,MVTR,3.30932727738914,,4
26,100,0.0,MSLR,3.30911283974857,,4
26,100,0.0,MVNCR,3.30951525065086,,4
26,100,0.0,MVTCR,3.30932727739162,,4
26,100,0.0,MSLCR,3.30917846330131,,4
27,100,0.0,MVNR,2.95493143194256,,4
27,100,0.0,MVTR,2.96347669703408,,4
27,100,0.0,MSLR,2.96408489647772,,4
27,100,0.0,MVNCR,2.95493143194256,,4
27,100,0.0,MVTCR,2.96347669703458,,4
27,100,0.0,MSLCR,2.96353944611581,,4
28,100,0.0,MVNR,3.45642315676804,,4
28,100,0.0,MVTR,3.45640847662547,,4
28,100,0.0,MSLR,3.45700226117734,,4
28,100,0.0,MVNCR,3.45642315676804,,4
28,100,0.0,MVTCR,3.45640847662581,,4
28,100,0.0,MSLCR,3.45700899435997,,4
29,100,0.0,MVNR,3.51978515888296,,4
29,100,0.0,MVTR,3.52031702168912,,4
29,100,0.0,MSLR,3.52057066472482,,4
29,100,0.0,MVNCR,3.51978515888296,,4
29,100,0.0,MVTCR,3.52031702169121,,4
29,100,0.0,MSLCR,3.52046485221419,,4
30,100,0.0,MVNR,3.18693780244083,,4
30,100,0.0,MVTR,3.18822746107206,,4
30,100,0.0,MSLR,3.18953510034703,,4
30,100,0.0,MVNCR,3.18693780244083,,4
30,100,0.0,MVTCR,3.18822746107101,,4
30,100,0.0,MSLCR,3.18942372620318,,4
31,100,0.0,MVNR,2.52948199957483,,4
31,100,0.0,MVTR,2.53047793898837,,4
31,100,0.0,MSLR,2.53029622941183,,4
31,100,0.0,MVNCR,2.52948199957483,,4
31,100,0.0,MVTCR,2.53047793897652,,4
31,100,0.0,MSLCR,2.53126724936451,,4
32,100,0.0,MVNR,3.06231864591957,,4
32,100,0.0,MVTR,3.06521774212077,,4
32,100,0.0,MSLR,3.06506622822299,,4
32,100,0.0,MVNCR,3.06231864591957,,4
32,100,0.0,MVTCR,3.06521774197589,,4
32,100,0.0,MSLCR,3.06555875257009,,4
33,100,0.0,MVNR,3.05055629821799,,4
33,100,0.0,MVTR,3.05515966831468,,4
33,100,0.0,MSLR,3.05476953308825,,4
33,100,0.0,MVNCR,3.05055629821799,,4
33,100,0.0,MVTCR,3.05515966829424,,4
33,100,0.0,MSLCR,3.05369860906687,,4
34,100,0.0,MVNR,2.83656413063824,,4
34,100,0.0,MVTR,2.83667841100118,,4
34,100,0.0,MSLR,2.83666269554142,,4
34,100,0.0,MVNCR,2.83656413063824,,4
34,100,0.0,MVTCR,2.8366784110014,,4
34,100,0.0,MSLCR,2.83676026622511,,4
35,100,0.0,MVNR,3.08160675209423,,4
35,100,0.0,MVTR,3.08293486987067,,4
35,100,0.0,MSLR,3.0823431696411,,4
35,100,0.0,MVNCR,3.08160675209423,,4
35,100,0.0,MVTCR,3.08293486986878,,4
35,100,0.0,MSLCR,3.08225699716657,,4
36,100,0.0,MVNR,2.45430060078529,,4
36,100,0.0,MVTR,2.45440461342124,,4
36,100,0.0,MSLR,2.4545513914384,,4
36,100,0.0,MVNCR,2.45430060078529,,4
36,100,0.0,MVTCR,2.45440461342123,,4
36,100,0.0,MSLCR,2.45455520289402,,4
37,100,0.0,MVNR,3.83778538016181,,4
37,100,0.0,MVTR,3.83661595484362,,4
37,100,0.0,MSLR,3.83658397488625,,4
37,100,0.0,MVNCR,3.83778538016181,,4
37,100,0.0,MVTCR,3.83661595484293,,4
37,100,0.0,MSLCR,3.8367723545535,,4
38,100,0.0,MVNR,2.69758425695146,,4
38,100,0.0,MVTR,2.6973284030197,,4
38,100,0.0,MSLR,2.69736205617535,,4
38,100,0.0,MVNCR,2.69758425695146,,4
38,100,0.0,MVTCR,2.6973284030196,,4
38,100,0.0,MSLCR,2.6973815460876,,4
39,100,0.0,MVNR,2.34137158022036,,4
39,100,0.0,MVTR,2.34136983650039,,4
39,100,0.0,MSLR,2.34134007022151,,4
39,100,0.0,MVNCR,2.34137158022036,,4
39,100,0.0,MVTCR,2.34136983650025,,4
39,100,0.0,MSLCR,2.34134903244109,,4
