Rep,N,Crate,Model,MSE_R,MSE_C,nu
77,25,0.0,MSLR,1.88274809205399,,10
77,25,0.0,MVNCR,1.88038779136486,,10
77,25,0.0,MVTCR,1.88660790003993,,10
77,25,0.0,MSLCR,1.87944038158358,,10
78,25,0.0,MVNR,1.61686356930687,,10
78,25,0.0,MVTR,1.61686368968752,,10
78,25,0.0,MSLR,1.61686796925467,,10
78,25,0.0,MVNCR,1.61686356930686,,10
78,25,0.0,MVTCR,1.61686372555783,,10
78,25,0.0,MSLCR,1.61743237387301,,10
79,25,0.0,MVNR,1.8675466466171,,10
79,25,0.0,MVTR,1.86755010430685,,10
79,25,0.0,MSLR,1.86754271492275,,10
79,25,0.0,MVNCR,1.8675466466171,,10
79,25,0.0,MVTCR,1.86755025312337,,10
79,25,0.0,MSLCR,1.86749766195499,,10
80,25,0.0,MVNR,2.00763720757931,,10
80,25,0.0,MVTR,2.0076372147988,,10
80,25,0.0,MSLR,2.00763988166925,,10
80,25,0.0,MVNCR,2.00763720757931,,10
80,25,0.0,MVTCR,2.00763721099178,,10
80,25,0.0,MSLCR,2.00784314102083,,10
81,25,0.0,MVNR,2.13427942091824,,10
81,25,0.0,MVTR,2.13438054951981,,10
81,25,0.0,MSLR,2.13483547236903,,10
81,25,0.0,MVNCR,2.13427942091824,,10
81,25,0.0,MVTCR,2.13438036341487,,10
81,25,0.0,MSLCR,2.13668725887082,,10
82,25,0.0,MVNR,1.92585586409892,,10
82,25,0.0,MVTR,1.92585585821551,,10
82,25,0.0,MSLR,1.92585741326313,,10
82,25,0.0,MVNCR,1.92585586409892,,10
82,25,0.0,MVTCR,1.92585586093266,,10
82,25,0.0,MSLCR,1.92607317713265,,10
83,25,0.0,MVNR,2.06801670643078,,10
83,25,0.0,MVTR,2.06673314553388,,10
83,25,0.0,MSLR,2.06834091534932,,10
83,25,0.0,MVNCR,2.06801670643078,,10
83,25,0.0,MVTCR,2.0677210300448,,10
83,25,0.0,MSLCR,2.06445480067449,,10
84,25,0.0,MVNR,2.09043706910001,,10
84,25,0.0,MVTR,2.09043707477916,,10
84,25,0.0,MSLR,2.09043706750976,,10
84,25,0.0,MVNCR,2.09043706910001,,10
84,25,0.0,MVTCR,2.09043707493291,,10
84,25,0.0,MSLCR,2.09043790158454,,10
85,25,0.0,MVNR,1.78666401209281,,10
85,25,0.0,MVTR,1.78668276712308,,10
85,25,0.0,MSLR,1.78675821574994,,10
85,25,0.0,MVNCR,1.78666401209281,,10
85,25,0.0,MVTCR,1.78668332524353,,10
85,25,0.0,MSLCR,1.78735027184639,,10
86,25,0.0,MVNR,1.35871885731736,,10
86,25,0.0,MVTR,1.35871826900529,,10
86,25,0.0,MSLR,1.3587195577873,,10
86,25,0.0,MVNCR,1.35871885731736,,10
86,25,0.0,MVTCR,1.35871830257977,,10
86,25,0.0,MSLCR,1.35871829350855,,10
87,25,0.0,MVNR,1.8711911431334,,10
87,25,0.0,MVTR,1.87119113298515,,10
87,25,0.0,MSLR,1.87119092900515,,10
87,25,0.0,MVNCR,1.8711911431334,,10
87,25,0.0,MVTCR,1.87119113334399,,10
87,25,0.0,MSLCR,1.87121952019575,,10
88,25,0.0,MVNR,2.11694952595301,,10
88,25,0.0,MVTR,2.11775017296484,,10
88,25,0.0,MSLR,2.11788260209433,,10
88,25,0.0,MVNCR,2.11694952595301,,10
88,25,0.0,MVTCR,2.11775017297118,,10
88,25,0.0,MSLCR,2.11777474102128,,10
89,25,0.0,MVNR,1.79221088618349,,10
89,25,0.0,MVTR,1.79221900830126,,10
89,25,0.0,MSLR,1.7922160655709,,10
89,25,0.0,MVNCR,1.79221088618349,,10
89,25,0.0,MVTCR,1.7922190098824,,10
89,25,0.0,MSLCR,1.7923320880441,,10
90,25,0.0,MVNR,2.31482480539152,,10
90,25,0.0,MVTR,2.31607116349522,,10
90,25,0.0,MSLR,2.31555733920657,,10
90,25,0.0,MVNCR,2.31482480539152,,10
90,25,0.0,MVTCR,2.31607116349583,,10
90,25,0.0,MSLCR,2.31548196110449,,10
91,25,0.0,MVNR,1.9550609652999,,10
91,25,0.0,MVTR,1.95506121451888,,10
91,25,0.0,MSLR,1.95504606103948,,10
91,25,0.0,MVNCR,1.9550609652999,,10
91,25,0.0,MVTCR,1.95506154132028,,10
91,25,0.0,MSLCR,1.9546641292609,,10
92,25,0.0,MVNR,2.46830716652811,,10
92,25,0.0,MVTR,2.46831915070114,,10
92,25,0.0,MSLR,2.46832097146538,,10
92,25,0.0,MVNCR,2.4683071665281,,10
92,25,0.0,MVTCR,2.46831912745328,,10
92,25,0.0,MSLCR,2.46857032326873,,10
93,25,0.0,MVNR,1.91714169935525,,10
93,25,0.0,MVTR,1.91714902651909,,10
93,25,0.0,MSLR,1.91715146484894,,10
93,25,0.0,MVNCR,1.91714169935525,,10
93,25,0.0,MVTCR,1.91714905500958,,10
93,25,0.0,MSLCR,1.91723323998809,,10
94,25,0.0,MVNR,2.09891344387099,,10
94,25,0.0,MVTR,2.1037211211125,,10
94,25,0.0,MSLR,2.10496409540066,,10
94,25,0.0,MVNCR,2.09891344387099,,10
94,25,0.0,MVTCR,2.1037211211105,,10
94,25,0.0,MSLCR,2.10031639806607,,10
95,25,0.0,MVNR,1.75195626173832,,10
95,25,0.0,MVTR,1.7519669156148,,10
95,25,0.0,MSLR,1.75196152674366,,10
95,25,0.0,MVNCR,1.75195626173832,,10
95,25,0.0,MVTCR,1.75196691586663,,10
95,25,0.0,MSLCR,1.75207363229842,,10
96,25,0.0,MVNR,1.61828353250564,,10
96,25,0.0,MVTR,1.61828366241662,,10
96,25,0.0,MSLR,1.61828305758976,,10
96,25,0.0,MVNCR,1.61828353250564,,10
96,25,0.0,MVTCR,1.61828365607027,,10
96,25,0.0,MSLCR,1.61828355220699,,10
97,25,0.0,MVNR,1.59111462268156,,10
97,25,0.0,MVTR,1.59115470024865,,10
97,25,0.0,MSLR,1.59118052503181,,10
97,25,0.0,MVNCR,1.59111462268156,,10
97,25,0.0,MVTCR,1.59115466167297,,10
97,25,0.0,MSLCR,1.59111831235194,,10
98,25,0.0,MVNR,2.08391647769881,,10
98,25,0.0,MVTR,2.08717425801538,,10
98,25,0.0,MSLR,2.08357287361574,,10
98,25,0.0,MVNCR,2.0839164776988,,10
98,25,0.0,MVTCR,2.08717425801813,,10
98,25,0.0,MSLCR,2.08302770297644,,10
99,25,0.0,MVNR,1.8326210577316,,10
99,25,0.0,MVTR,1.83264691994982,,10
99,25,0.0,MSLR,1.83267995848323,,10
99,25,0.0,MVNCR,1.8326210577316,,10
99,25,0.0,MVTCR,1.83264725116687,,10
99,25,0.0,MSLCR,1.83250964240748,,10
100,25,0.0,MVNR,1.84354634494527,,10
100,25,0.0,MVTR,1.84358940081135,,10
100,25,0.0,MSLR,1.84359181439081,,10
100,25,0.0,MVNCR,1.84354634494527,,10
100,25,0.0,MVTCR,1.84358947249214,,10
100,25,0.0,MSLCR,1.84400398561806,,10
1,25,0.05,MVNR,1.7477063228065,,10
1,25,0.05,MVTR,1.74004276073673,,10
1,25,0.05,MSLR,1.73176666032388,,10
1,25,0.05,MVNCR,1.75785786536716,0.263212619661676,10
1,25,0.05,MVTCR,1.74364673228654,0.420497762805218,10
1,25,0.05,MSLCR,1.81775262454017,1.17584851880017,10
2,25,0.05,MVNR,1.8217594559332,,10
2,25,0.05,MVTR,1.82174160521151,,10
2,25,0.05,MSLR,1.82177666762779,,10
2,25,0.05,MVNCR,1.81430295491319,0.301063062611478,10
2,25,0.05,MVTCR,1.81753028140302,0.318280741463605,10
2,25,0.05,MSLCR,2.04927920386514,1.58219867790479,10
3,25,0.05,MVNR,2.2153361197686,,10
3,25,0.05,MVTR,2.22101278295071,,10
3,25,0.05,MSLR,2.21772808726817,,10
3,25,0.05,MVNCR,2.22046886101222,0.46402754845151,10
3,25,0.05,MVTCR,2.24267691219269,0.506254875619838,10
3,25,0.05,MSLCR,2.28088171376153,2.08310113017348,10
4,25,0.05,MVNR,1.82918366523312,,10
4,25,0.05,MVTR,1.82918359235689,,10
4,25,0.05,MSLR,1.82918316331802,,10
4,25,0.05,MVNCR,1.83127657492928,0.301007923556278,10
4,25,0.05,MVTCR,1.82929282602462,0.334553369450666,10
4,25,0.05,MSLCR,1.89369701293459,1.675061598187,10
5,25,0.05,MVNR,2.79671076074576,,10
5,25,0.05,MVTR,2.79672547170392,,10
5,25,0.05,MSLR,2.79672208616474,,10
5,25,0.05,MVNCR,2.79950757429668,0.569275415923309,10
5,25,0.05,MVTCR,2.80282557700102,0.568999609669002,10
5,25,0.05,MSLCR,2.84667278289409,2.96882987174185,10
6,25,0.05,MVNR,1.88948007970398,,10
6,25,0.05,MVTR,1.88948084888549,,10
6,25,0.05,MSLR,1.88947620135906,,10
6,25,0.05,MVNCR,1.89007633556931,0.371056746162268,10
6,25,0.05,MVTCR,1.89157465876971,0.413083876318453,10
6,25,0.05,MSLCR,2.15114728298924,2.51111391256108,10
7,25,0.05,MVNR,1.79928149754697,,10
7,25,0.05,MVTR,1.79938183219814,,10
7,25,0.05,MSLR,1.79931484992693,,10
7,25,0.05,MVNCR,1.7959914512125,0.212805285078089,10
7,25,0.05,MVTCR,1.79846380282257,0.220551853052288,10
7,25,0.05,MSLCR,1.92016836199667,2.01178098247931,10
8,25,0.05,MVNR,1.95471767713273,,10
8,25,0.05,MVTR,1.95474470383126,,10
8,25,0.05,MSLR,1.95474234171466,,10
8,25,0.05,MVNCR,1.94328089131959,0.189829742311641,10
8,25,0.05,MVTCR,1.96943937974366,0.198722785472045,10
8,25,0.05,MSLCR,2.04267208457318,1.15668132112079,10
9,25,0.05,MVNR,1.77134899826275,,10
9,25,0.05,MVTR,1.77134956134104,,10
9,25,0.05,MSLR,1.77134860086758,,10
9,25,0.05,MVNCR,1.77501196477763,0.841018852887263,10
9,25,0.05,MVTCR,1.77411787881893,0.835301522696791,10
9,25,0.05,MSLCR,1.87228598720445,2.81186376097349,10
10,25,0.05,MVNR,1.75527861930275,,10
10,25,0.05,MVTR,1.75526603985417,,10
10,25,0.05,MSLR,1.75529604870751,,10
10,25,0.05,MVNCR,1.75156546180901,0.33240278237248,10
10,25,0.05,MVTCR,1.75194942543277,0.368090263323115,10
10,25,0.05,MSLCR,2.0516125421131,3.26014274643146,10
11,25,0.05,MVNR,1.96537969534451,,10
11,25,0.05,MVTR,1.96532317959838,,10
11,25,0.05,MSLR,1.96542100822559,,10
11,25,0.05,MVNCR,1.9592244859856,0.383512109962503,10
11,25,0.05,MVTCR,1.95874806653332,0.409100570335956,10
11,25,0.05,MSLCR,2.3277221477918,1.70915099243143,10
12,25,0.05,MVNR,2.34700732894849,,10
12,25,0.05,MVTR,2.34700884614778,,10
12,25,0.05,MSLR,2.34700671689747,,10
12,25,0.05,MVNCR,2.3462039348968,0.333885026524781,10
12,25,0.05,MVTCR,2.34963882108506,0.377971035903837,10
12,25,0.05,MSLCR,2.39535800849531,1.23965179534401,10
13,25,0.05,MVNR,2.2861021526545,,10
13,25,0.05,MVTR,2.28614723649245,,10
13,25,0.05,MSLR,2.28615205618767,,10
13,25,0.05,MVNCR,2.28069213133796,0.86356362867856,10
13,25,0.05,MVTCR,2.29035865746769,1.00480900625779,10
13,25,0.05,MSLCR,2.33909896606805,2.85873452872376,10
14,25,0.05,MVNR,1.72619954807656,,10
14,25,0.05,MVTR,1.72618642953545,,10
14,25,0.05,MSLR,1.72618277894819,,10
14,25,0.05,MVNCR,1.71937491776377,0.179719440347176,10
14,25,0.05,MVTCR,1.72001862032058,0.166446513490906,10
14,25,0.05,MSLCR,1.9802943438833,1.43776563202659,10
15,25,0.05,MVNR,2.04096343956654,,10
15,25,0.05,MVTR,2.04094621207384,,10
15,25,0.05,MSLR,2.04094463713216,,10
15,25,0.05,MVNCR,2.04119929821893,0.254264467165398,10
15,25,0.05,MVTCR,2.04570927231598,0.336890520573824,10
15,25,0.05,MSLCR,2.08196340229154,1.44184031330534,10
16,25,0.05,MVNR,2.0881289204432,,10
16,25,0.05,MVTR,2.08824015625721,,10
16,25,0.05,MSLR,2.08837480787779,,10
16,25,0.05,MVNCR,2.07889345019027,0.303150430107708,10
16,25,0.05,MVTCR,2.07824434571618,0.344778488286745,10
16,25,0.05,MSLCR,2.12076973376031,3.5271452061157,10
17,25,0.05,MVNR,1.82521230536924,,10
17,25,0.05,MVTR,1.82534127289892,,10
17,25,0.05,MSLR,1.82534522524626,,10
17,25,0.05,MVNCR,1.81881738425183,0.853116186835432,10
17,25,0.05,MVTCR,1.82193044527491,0.85798733112031,10
17,25,0.05,MSLCR,2.16764922973688,3.65300044000238,10
18,25,0.05,MVNR,1.44024435239709,,10
18,25,0.05,MVTR,1.44030381754977,,10
18,25,0.05,MSLR,1.44033177740313,,10
18,25,0.05,MVNCR,1.44756210881462,0.157213687035969,10
18,25,0.05,MVTCR,1.44226840055912,0.150565629637976,10
18,25,0.05,MSLCR,1.64201405404669,0.927481543667751,10
19,25,0.05,MVNR,2.27805364598845,,10
19,25,0.05,MVTR,2.27804156566709,,10
19,25,0.05,MSLR,2.27806854260869,,10
19,25,0.05,MVNCR,2.27325677929268,0.433950072911121,10
19,25,0.05,MVTCR,2.27700442299401,0.465145455430959,10
19,25,0.05,MSLCR,2.35015761111904,3.88690905871244,10
20,25,0.05,MVNR,1.9991100255951,,10
20,25,0.05,MVTR,1.99910841388971,,10
20,25,0.05,MSLR,1.99911889487804,,10
20,25,0.05,MVNCR,1.99838601263219,0.377146883486264,10
20,25,0.05,MVTCR,1.99798716076387,0.386817334720098,10
20,25,0.05,MSLCR,2.07161480148505,1.91106958342836,10
21,25,0.05,MVNR,2.27289912558494,,10
21,25,0.05,MVTR,2.27269562570239,,10
21,25,0.05,MSLR,2.27280305840084,,10
21,25,0.05,MVNCR,2.27220565406963,0.388466410703913,10
21,25,0.05,MVTCR,2.2730924023978,0.42692782135311,10
21,25,0.05,MSLCR,2.3156860490575,1.50083054335554,10
22,25,0.05,MVNR,1.60579838121143,,10
22,25,0.05,MVTR,1.60581782102853,,10
22,25,0.05,MSLR,1.60582358868283,,10
22,25,0.05,MVNCR,1.61019078847814,0.258586468262128,10
22,25,0.05,MVTCR,1.61009439755463,0.257004185988989,10
22,25,0.05,MSLCR,1.84891309615701,1.08628922693366,10
23,25,0.05,MVNR,2.211839998337,,10
23,25,0.05,MVTR,2.21195151769434,,10
23,25,0.05,MSLR,2.21194073400386,,10
23,25,0.05,MVNCR,2.20112020656287,0.485251786966682,10
23,25,0.05,MVTCR,2.26600935344848,0.608894593212164,10
23,25,0.05,MSLCR,2.21434472289372,2.05463249386104,10
24,25,0.05,MVNR,1.94152677110324,,10
24,25,0.05,MVTR,1.94152655340032,,10
24,25,0.05,MSLR,1.94152633854807,,10
24,25,0.05,MVNCR,1.94248384849917,0.322166101254884,10
24,25,0.05,MVTCR,1.94146013796935,0.640347691053033,10
24,25,0.05,MSLCR,1.98346455679934,2.23696846731184,10
25,25,0.05,MVNR,2.13875277547761,,10
25,25,0.05,MVTR,2.13874562785708,,10
25,25,0.05,MSLR,2.13875051829484,,10
25,25,0.05,MVNCR,2.14584083195378,0.38335688835156,10
25,25,0.05,MVTCR,2.14576616510217,0.912943446485049,10
25,25,0.05,MSLCR,2.15196226295117,0.688718079540168,10
26,25,0.05,MVNR,2.00211095078466,,10
26,25,0.05,MVTR,2.00211069534337,,10
26,25,0.05,MSLR,2.00211123302295,,10
26,25,0.05,MVNCR,2.00378335968286,0.416752088390017,10
26,25,0.05,MVTCR,2.00188536258771,0.429383563875827,10
26,25,0.05,MSLCR,2.17485721461973,1.72132755323718,10
27,25,0.05,MVNR,1.74915496555587,,10
27,25,0.05,MVTR,1.74915032488135,,10
27,25,0.05,MSLR,1.74915646556455,,10
27,25,0.05,MVNCR,1.74918728632339,0.17756206037349,10
27,25,0.05,MVTCR,1.75036260110556,0.174192887761943,10
27,25,0.05,MSLCR,1.91936918542031,1.26598156555299,10
28,25,0.05,MVNR,1.62588933292711,,10
28,25,0.05,MVTR,1.6258896808484,,10
28,25,0.05,MSLR,1.62588746144546,,10
28,25,0.05,MVNCR,1.62564785325147,0.534548190322598,10
28,25,0.05,MVTCR,1.62466005959738,0.570230960245244,10
28,25,0.05,MSLCR,1.87441198146162,3.15694573944972,10
29,25,0.05,MVNR,1.9887334103283,,10
29,25,0.05,MVTR,1.98873171195568,,10
29,25,0.05,MSLR,1.98872553875137,,10
29,25,0.05,MVNCR,1.98609125612424,0.743275111441833,10
29,25,0.05,MVTCR,1.988698001374,0.818715645946465,10
29,25,0.05,MSLCR,2.03878680500172,1.82962142688829,10
30,25,0.05,MVNR,2.0038039304356,,10
30,25,0.05,MVTR,2.00379652421237,,10
30,25,0.05,MSLR,2.00380626612651,,10
30,25,0.05,MVNCR,2.00303109031666,0.29508419222963,10
30,25,0.05,MVTCR,2.00325619743548,0.305532954543473,10
30,25,0.05,MSLCR,2.07139092544181,0.854141562399033,10
31,25,0.05,MVNR,1.77021107244235,,10
31,25,0.05,MVTR,1.77022549238119,,10
31,25,0.05,MSLR,1.77021368560646,,10
31,25,0.05,MVNCR,1.77276588502656,0.255606654589732,10
31,25,0.05,MVTCR,1.77339087548608,0.285874350399621,10
31,25,0.05,MSLCR,1.90209512198043,1.87225668215173,10
32,25,0.05,MVNR,1.85714372914058,,10
32,25,0.05,MVTR,1.85715506801049,,10
32,25,0.05,MSLR,1.85715013653214,,10
32,25,0.05,MVNCR,1.86329854547144,0.259175582700274,10
32,25,0.05,MVTCR,1.85842989437637,0.253583739103562,10
32,25,0.05,MSLCR,2.17353188570989,3.16303667046665,10
33,25,0.05,MVNR,2.26381286067648,,10
33,25,0.05,MVTR,2.26397011520634,,10
33,25,0.05,MSLR,2.26432214077902,,10
33,25,0.05,MVNCR,2.23922373789188,0.805199847006828,10
33,25,0.05,MVTCR,2.2517546197783,0.785176110999335,10
33,25,0.05,MSLCR,2.50884714130555,1.09072397815202,10
34,25,0.05,MVNR,2.14397205602977,,10
34,25,0.05,MVTR,2.1439810013444,,10
34,25,0.05,MSLR,2.14396169239044,,10
34,25,0.05,MVNCR,2.14363045531285,0.504719313611518,10
34,25,0.05,MVTCR,2.14467574515441,0.51135836529038,10
34,25,0.05,MSLCR,2.19123343683821,2.07525827000834,10
35,25,0.05,MVNR,1.8499244899678,,10
35,25,0.05,MVTR,1.84992544776902,,10
35,25,0.05,MSLR,1.84991921706513,,10
35,25,0.05,MVNCR,1.84512706781702,0.175052003237444,10
35,25,0.05,MVTCR,1.84456971021354,0.189250359538069,10
35,25,0.05,MSLCR,2.13209991097542,2.34217208862231,10
36,25,0.05,MVNR,1.91152384244701,,10
36,25,0.05,MVTR,1.90417942243659,,10
36,25,0.05,MSLR,1.90765148977877,,10
36,25,0.05,MVNCR,1.90697337511733,0.164214616305499,10
36,25,0.05,MVTCR,1.89984432839183,0.164504393212362,10
36,25,0.05,MSLCR,2.24777329450239,2.45337413101529,10
37,25,0.05,MVNR,2.16814585916657,,10
37,25,0.05,MVTR,2.16825340649549,,10
37,25,0.05,MSLR,2.1682397354732,,10
37,25,0.05,MVNCR,2.16597695313254,0.276033132671206,10
37,25,0.05,MVTCR,2.17389788515852,0.313804067595055,10
37,25,0.05,MSLCR,2.31778974685151,2.67523452318692,10
38,25,0.05,MVNR,1.76683285787292,,10
38,25,0.05,MVTR,1.76680321810668,,10
38,25,0.05,MSLR,1.76690653788691,,10
38,25,0.05,MVNCR,1.761824244451,0.296416490606283,10
38,25,0.05,MVTCR,1.76348732421511,0.316600929203408,10
38,25,0.05,MSLCR,1.94696514487256,1.88813197699169,10
39,25,0.05,MVNR,1.49959368270693,,10
39,25,0.05,MVTR,1.49959380018477,,10
39,25,0.05,MSLR,1.49960218721633,,10
39,25,0.05,MVNCR,1.50087085929784,0.213139494047386,10
39,25,0.05,MVTCR,1.50528748835597,0.22601240229773,10
39,25,0.05,MSLCR,1.73575967233585,1.07819922706595,10
40,25,0.05,MVNR,1.47471665728619,,10
40,25,0.05,MVTR,1.47471929428587,,10
40,25,0.05,MSLR,1.47472063550137,,10
40,25,0.05,MVNCR,1.47806098299905,0.239028701567354,10
40,25,0.05,MVTCR,1.47772127026063,0.223038992634895,10
40,25,0.05,MSLCR,1.67393078814535,3.51460109881591,10
41,25,0.05,MVNR,1.66390926944179,,10
41,25,0.05,MVTR,1.66391197796607,,10
41,25,0.05,MSLR,1.66390472673159,,10
41,25,0.05,MVNCR,1.66286671304579,0.349346177168317,10
41,25,0.05,MVTCR,1.66486063232909,0.34438461087149,10
41,25,0.05,MSLCR,2.11850207380075,1.55523538830009,10
42,25,0.05,MVNR,2.3442597939579,,10
42,25,0.05,MVTR,2.34426941348498,,10
42,25,0.05,MSLR,2.34428664337182,,10
42,25,0.05,MVNCR,2.35481020645624,0.631462799801853,10
42,25,0.05,MVTCR,2.35178922981662,0.695827877355876,10
42,25,0.05,MSLCR,2.37979537057201,2.87509215495864,10
43,25,0.05,MVNR,1.41989162542191,,10
43,25,0.05,MVTR,1.42161522679596,,10
43,25,0.05,MSLR,1.41939643321891,,10
43,25,0.05,MVNCR,1.41993132646568,0.270270663750806,10
43,25,0.05,MVTCR,1.43443072552936,0.350764910780559,10
43,25,0.05,MSLCR,1.87293437316454,3.21891062827964,10
44,25,0.05,MVNR,1.49038893466577,,10
44,25,0.05,MVTR,1.48427098751985,,10
44,25,0.05,MSLR,1.48462684689434,,10
44,25,0.05,MVNCR,1.48847185434606,0.205566929365,10
44,25,0.05,MVTCR,1.48139394400622,0.327857965622514,10
44,25,0.05,MSLCR,1.71233007913449,2.13997638573501,10
45,25,0.05,MVNR,1.57480487823486,,10
45,25,0.05,MVTR,1.57475387412399,,10
45,25,0.05,MSLR,1.57476684398526,,10
45,25,0.05,MVNCR,1.57405467797425,0.206711529707795,10
45,25,0.05,MVTCR,1.57570702535928,0.234717370819405,10
45,25,0.05,MSLCR,1.65927055425362,1.30272608779667,10
46,25,0.05,MVNR,2.35756859411394,,10
46,25,0.05,MVTR,2.35730578778822,,10
46,25,0.05,MSLR,2.35618214279923,,10
46,25,0.05,MVNCR,2.35793481338234,0.97458969672886,10
46,25,0.05,MVTCR,2.35594813827476,0.941143384814733,10
46,25,0.05,MSLCR,2.40811339740985,2.97575704144256,10
47,25,0.05,MVNR,1.80481749824382,,10
47,25,0.05,MVTR,1.80481596259196,,10
47,25,0.05,MSLR,1.80481161291276,,10
47,25,0.05,MVNCR,1.80461025689445,0.220003612083154,10
47,25,0.05,MVTCR,1.80648726037523,0.188221450619271,10
47,25,0.05,MSLCR,2.09905283028316,2.72799003483917,10
48,25,0.05,MVNR,2.34186292347093,,10
48,25,0.05,MVTR,2.34631099316613,,10
48,25,0.05,MSLR,2.33755259289838,,10
48,25,0.05,MVNCR,2.32630713330151,0.303784432599374,10
48,25,0.05,MVTCR,2.34335037126663,0.671952928863275,10
48,25,0.05,MSLCR,2.3040609093091,1.27718137772437,10
49,25,0.05,MVNR,2.27421809907617,,10
49,25,0.05,MVTR,2.27430301980144,,10
49,25,0.05,MSLR,2.27429961417739,,10
49,25,0.05,MVNCR,2.26352608669718,0.813568815733947,10
49,25,0.05,MVTCR,2.26933749198894,0.811388150246164,10
49,25,0.05,MSLCR,2.40969793052884,1.27037236403511,10
50,25,0.05,MVNR,2.18642024822148,,10
50,25,0.05,MVTR,2.1864263913934,,10
50,25,0.05,MSLR,2.18640562367939,,10
50,25,0.05,MVNCR,2.18660105002064,0.378970928548131,10
50,25,0.05,MVTCR,2.18827068925761,0.436506419716408,10
50,25,0.05,MSLCR,2.29506381670505,2.39995338758996,10
51,25,0.05,MVNR,1.78139830222149,,10
51,25,0.05,MVTR,1.78140974006062,,10
51,25,0.05,MSLR,1.78139446603624,,10
51,25,0.05,MVNCR,1.7789753195117,0.227303446097069,10
51,25,0.05,MVTCR,1.77918605495522,0.222239596990961,10
51,25,0.05,MSLCR,2.30064461781568,2.00852115769392,10
52,25,0.05,MVNR,2.23954295356874,,10
52,25,0.05,MVTR,2.23954274455326,,10
52,25,0.05,MSLR,2.23954273393928,,10
52,25,0.05,MVNCR,2.24157387202826,0.192940350793244,10
52,25,0.05,MVTCR,2.2396644519752,0.273219591211298,10
52,25,0.05,MSLCR,2.25509457490137,0.816175588009858,10
53,25,0.05,MVNR,1.86574373647368,,10
53,25,0.05,MVTR,1.8657415874673,,10
53,25,0.05,MSLR,1.86572131026293,,10
53,25,0.05,MVNCR,1.86296910089339,0.320475540259398,10
53,25,0.05,MVTCR,1.86480071615556,0.309906087383222,10
53,25,0.05,MSLCR,1.97926917384655,3.30974675873528,10
54,25,0.05,MVNR,1.6217679588462,,10
54,25,0.05,MVTR,1.6217754377272,,10
54,25,0.05,MSLR,1.62177966366654,,10
54,25,0.05,MVNCR,1.62559802368788,0.328660183727575,10
54,25,0.05,MVTCR,1.62951565336509,0.332801639210078,10
54,25,0.05,MSLCR,1.98556051381421,1.58584740643494,10
55,25,0.05,MVNR,2.41789546894574,,10
55,25,0.05,MVTR,2.41789055284511,,10
55,25,0.05,MSLR,2.41788144775992,,10
55,25,0.05,MVNCR,2.41809055895839,0.553932714914904,10
55,25,0.05,MVTCR,2.42166743333479,0.646983701292919,10
55,25,0.05,MSLCR,2.43689286052617,1.49745129930938,10
56,25,0.05,MVNR,1.80434087528642,,10
56,25,0.05,MVTR,1.80292068096964,,10
56,25,0.05,MSLR,1.80329724208998,,10
56,25,0.05,MVNCR,1.80218077813079,0.489501789238494,10
56,25,0.05,MVTCR,1.80310238277421,0.66109112236993,10
56,25,0.05,MSLCR,1.87122835881286,1.15373120406051,10
57,25,0.05,MVNR,1.84392219297254,,10
57,25,0.05,MVTR,1.8439318171904,,10
57,25,0.05,MSLR,1.84393218724766,,10
57,25,0.05,MVNCR,1.84176881078904,0.953224140194238,10
57,25,0.05,MVTCR,1.84264107613386,1.02702118450256,10
57,25,0.05,MSLCR,2.08515621263793,2.58647450506314,10
58,25,0.05,MVNR,2.17995337852493,,10
58,25,0.05,MVTR,2.17994521604769,,10
58,25,0.05,MSLR,2.17797114990006,,10
58,25,0.05,MVNCR,2.16875574090016,0.230197105732641,10
58,25,0.05,MVTCR,2.16226274508288,0.236358899370658,10
58,25,0.05,MSLCR,2.30213350939027,1.99924410568124,10
59,25,0.05,MVNR,2.12705248400664,,10
59,25,0.05,MVTR,2.12786342540295,,10
59,25,0.05,MSLR,2.1283668281694,,10
59,25,0.05,MVNCR,2.13358792460097,0.269827911882652,10
59,25,0.05,MVTCR,2.13380610655989,0.32807483024636,10
59,25,0.05,MSLCR,2.22149409281738,1.5656390412817,10
60,25,0.05,MVNR,1.6622618809215,,10
60,25,0.05,MVTR,1.66227315183443,,10
60,25,0.05,MSLR,1.66232190202243,,10
60,25,0.05,MVNCR,1.66755480817305,0.205111366664258,10
60,25,0.05,MVTCR,1.66590547250075,0.206006749275645,10
60,25,0.05,MSLCR,1.9561861735838,1.02324998674546,10
61,25,0.05,MVNR,2.03158795110324,,10
61,25,0.05,MVTR,2.03158787737806,,10
61,25,0.05,MSLR,2.03158806230994,,10
61,25,0.05,MVNCR,2.0323926846392,0.26820247313176,10
61,25,0.05,MVTCR,2.03166316757303,0.284382171591176,10
61,25,0.05,MSLCR,2.24008514433715,1.07516454132809,10
62,25,0.05,MVNR,1.90541488055362,,10
62,25,0.05,MVTR,1.90541510847811,,10
62,25,0.05,MSLR,1.90540299803792,,10
62,25,0.05,MVNCR,1.90491392680366,0.42490403055165,10
62,25,0.05,MVTCR,1.90857261750516,0.462959550395832,10
62,25,0.05,MSLCR,2.12620811503687,3.08451658626743,10
63,25,0.05,MVNR,1.79718989406596,,10
63,25,0.05,MVTR,1.79720638631182,,10
63,25,0.05,MSLR,1.79721881562467,,10
