Rep,N,Crate,Model,LogLik,AIC,BIC,nu
42,25,0.0,MSLCR,-237.272177726636,512.544355453272,535.702996125768,4
43,25,0.0,MVNR,-233.432248950978,502.864497901955,524.804262749583,4
43,25,0.0,MVTR,-232.137060429002,502.274120858004,525.4327615305,4
43,25,0.0,MSLR,-232.24113094109,502.48226188218,525.640902554676,4
43,25,0.0,MVNCR,-233.432248950978,502.864497901955,524.804262749583,4
43,25,0.0,MVTCR,-232.137060429037,502.274120858075,525.43276153057,4
43,25,0.0,MSLCR,-232.311022562877,502.622045125754,525.78068579825,4
44,25,0.0,MVNR,-229.514376779548,495.028753559095,516.968518406723,4
44,25,0.0,MVTR,-225.688552926147,489.377105852294,512.53574652479,4
44,25,0.0,MSLR,-225.08074216362,488.161484327241,511.320124999737,4
44,25,0.0,MVNCR,-229.514376779548,495.028753559095,516.968518406723,4
44,25,0.0,MVTCR,-225.688552926672,489.377105853344,512.535746525839,4
44,25,0.0,MSLCR,-225.121057224617,488.242114449234,511.40075512173,4
45,25,0.0,MVNR,-226.408374096611,488.816748193222,510.756513040849,4
45,25,0.0,MVTR,-226.388424860006,490.776849720013,513.935490392509,4
45,25,0.0,MSLR,-226.418302097327,490.836604194653,513.995244867149,4
45,25,0.0,MVNCR,-226.408374096611,488.816748193222,510.756513040849,4
45,25,0.0,MVTCR,-226.388424859948,490.776849719897,513.935490392393,4
45,25,0.0,MSLCR,-227.106572738448,492.213145476897,515.371786149393,4
46,25,0.0,MVNR,-217.583178370397,471.166356740794,493.106121588422,4
46,25,0.0,MVTR,-217.583437975566,473.166875951132,496.325516623628,4
46,25,0.0,MSLR,-217.590148769379,473.180297538757,496.338938211253,4
46,25,0.0,MVNCR,-217.583178370397,471.166356740794,493.106121588422,4
46,25,0.0,MVTCR,-217.583222739994,473.166445479988,496.325086152484,4
46,25,0.0,MSLCR,-218.474192309646,474.948384619291,498.107025291787,4
47,25,0.0,MVNR,-227.251719666149,490.503439332297,512.443204179925,4
47,25,0.0,MVTR,-227.251738330616,492.503476661232,515.662117333728,4
47,25,0.0,MSLR,-227.255538113054,492.511076226107,515.669716898603,4
47,25,0.0,MVNCR,-227.251719666149,490.503439332297,512.443204179925,4
47,25,0.0,MVTCR,-227.251731464379,492.503462928759,515.662103601255,4
47,25,0.0,MSLCR,-229.329710280112,496.659420560224,519.818061232719,4
48,25,0.0,MVNR,-229.447819824424,494.895639648848,516.835404496475,4
48,25,0.0,MVTR,-226.692012675467,491.384025350933,514.542666023429,4
48,25,0.0,MSLR,-226.07358484327,490.147169686541,513.305810359036,4
48,25,0.0,MVNCR,-229.447819824424,494.895639648848,516.835404496475,4
48,25,0.0,MVTCR,-226.692012677032,491.384025354063,514.542666026559,4
48,25,0.0,MSLCR,-226.135041134407,490.270082268813,513.428722941309,4
49,25,0.0,MVNR,-218.188018394798,472.376036789596,494.315801637223,4
49,25,0.0,MVTR,-216.931675854894,471.863351709788,495.021992382284,4
49,25,0.0,MSLR,-216.645580549646,471.291161099291,494.449801771787,4
