Rep,N,Crate,Model,Squared_Error1,Squared_Error2,Squared_Error3,Squared_Error4,Squared_Error5,Squared_Error6,Squared_Error7,Squared_Error8,Squared_Error9,Squared_Error10,Squared_Error11,Squared_Error12,Squared_Error13,Squared_Error14,Squared_Error15,Squared_Error16,Squared_Error17,Squared_Error18,Squared_Error19,MSE,nu
3,25,0.0,MVTR,0.0925793768933983,0.326504795940006,0.0318978247230231,0.0167406239459144,0.212076317718095,0.0168762951422386,0.155005198857382,0.401155784225386,0.133815424450572,0.0139951984804263,0.0015362135487807,0.0201930822045365,0.276458587234274,6.6032164816775e-06,0.0058128220015008,0.0050528760800943,0.0182352828731559,0.0228396073938344,360.425547672015,0.0972656619405056,4
3,25,0.0,MSLR,0.0851757381687585,0.292847185265834,0.0286983716360414,0.134406547126555,0.197796964455285,0.348542998154589,0.149572683621395,0.318755038143278,0.0401801107477185,0.0187241362659143,2.01973597862251e-05,0.0019249976596959,0.789907823111465,0.005457372986285,0.0001869192831501,0.0162232512487143,0.0292981675843068,0.0142462149631984,3.72705488777599,0.137331373210109,4
3,25,0.0,MVNCR,0.102167586974021,0.253078215984482,0.0212570495048868,0.0029601469254187,0.146013603358753,0.0025060422947132,0.175150717542993,0.336629815457549,0.195966674364697,0.0308997274922023,0.0004716694408853,0.026246244660343,0.111289496503504,0.0006514595810326,0.0079263547407744,0.0189410991219367,0.0232829339968186,0.0402453616124871,0.0,0.0830935666420832,4
3,25,0.0,MVTCR,0.092579376837636,0.32650479645358,0.0318978247965964,0.0167406240536022,0.212076318108581,0.0168762952694412,0.155005198714886,0.401155784632455,0.133815424085146,0.0139951984141011,0.0015362135486883,0.0201930821610823,0.276458588496652,6.60321579305163e-06,0.0058128219875103,0.005052876021507,0.0182352828488592,0.0228396072930951,360.42554203537,0.0972656620521785,4
3,25,0.0,MSLCR,0.101355648397154,0.257434944821894,0.0219128884595928,0.0160774699036359,0.146907273663141,0.0368181010975435,0.167568245464456,0.31883981592352,0.0716277495746811,0.0319534246193311,8.47724769613279e-06,0.0166596132302893,0.214604644941583,1.14654993379481e-06,0.0037421251787368,0.0208683662833309,0.0260249414294575,0.0130103987352242,508.460911175989,0.0814119597511778,4
4,25,0.0,MVNR,0.0016244244182159,0.675266588162964,0.0607467259914351,10.4478352930968,0.209146559196924,0.0951057341476509,1.15471524249223e-05,0.0026343464268666,0.0920261444800424,0.477271626665374,0.466279640210874,0.318002905202588,0.158251579644862,1.13538976875603,0.325519788735281,0.144010982382198,0.0029230543432232,0.689730054106726,0.0,0.850098709062251,4
4,25,0.0,MVTR,0.0492157357771562,0.241175698637196,0.0121332344459104,2.61216677485969,0.0007738454916324,0.0568500827269272,0.0018898555922904,0.0807128724259299,0.292466522106883,0.104752789403162,0.554217092598893,0.364355872047416,0.0127949297219794,0.665369215376625,0.11975044284858,0.065976690979818,0.0241899410212589,0.424037310960898,23.8356681378972,0.315712717056791,4
4,25,0.0,MSLR,0.0444610449330549,0.301445552456853,0.020182374497112,0.483815577672402,0.0087280955217332,0.597416061143382,0.0184809235517102,0.10417157622993,0.928559619794822,0.0866221298233707,0.397945721986278,0.287960583563559,0.254361891736249,0.21011846012349,0.0172451886317071,0.0067681630976809,0.0388036700856008,0.0242254324559713,0.0113111425153719,0.212850670405828,4
4,25,0.0,MVNCR,0.0016244244182156,0.675266588162923,0.0607467259914289,10.4478352930968,0.209146559196921,0.0951057341476536,1.15471524249291e-05,0.0026343464268665,0.0920261444800443,0.477271626665376,0.466279640210871,0.31800290520259,0.158251579644863,1.13538976875604,0.32551978873528,0.144010982382198,0.0029230543432231,0.689730054106726,0.0,0.850098709062249,4
4,25,0.0,MVTCR,0.0492157385041753,0.241175690491047,0.0121332336732777,2.61216666645026,0.0007738449563847,0.056850090640298,0.0018898557294311,0.0807128748868058,0.292466531279963,0.104752785144727,0.554217091702647,0.36435587208629,0.0127949275718225,0.665369204038756,0.119750438733859,0.0659766889036057,0.0241899416392336,0.424037302049024,23.8356660098419,0.315712709915645,4
