Rep,N,Crate,Model,EST1,EST2,EST3,EST4,EST5,EST6,EST7,EST8,EST9,EST10,EST11,EST12,EST13,EST14,EST15,EST16,EST17,EST18,EST19,nu
40,200,0.05,MVNR,1.98056491999668,2.97209934085324,-1.48906427518324,1.7965462800649,0.459211916273949,3.16071301641793,0.704002051488922,0.688555256984011,3.49779895956598,0.41866171491706,0.665105976667227,0.764763668543362,4.02278571895167,0.522566306476527,0.45743396988133,0.655359286306077,0.603361997632562,1.83808765514946,0.0,4
40,200,0.05,MVTR,1.93676138538123,2.97620894933769,-1.49663549352777,1.45414219199658,0.54592714261572,2.66268792098321,0.611852936337657,0.555932950558434,2.90318052896242,0.445774202377786,0.576427416216204,0.643964642380571,3.40481129013225,0.479885119252401,0.456538323901661,0.466343920219067,0.647098513982083,1.54616555180828,11.3934597087134,4
40,200,0.05,MSLR,1.92721496807476,2.99934624833393,-1.50531657240971,1.05643697053691,0.410364753004839,1.93989022772154,0.442145748520398,0.400664613218345,2.14740426757921,0.323788569307318,0.410304521226344,0.472064095664735,2.5092698279615,0.347134210977094,0.330894632024382,0.328253298306622,0.474031478829112,1.13033031297053,4.94731025266025,4
40,200,0.05,MVNCR,1.95091623010701,2.94720431936801,-1.47735823962416,1.96233496796335,0.471372036189684,3.45433561858378,0.801835053685594,0.735670581975498,3.83102208956823,0.439047920886125,0.822683559589784,0.816900503486468,4.38969773952459,0.570751248121622,0.513119652386714,0.721994696434134,0.669300351452472,2.00882250447716,0.0,4
40,200,0.05,MVTCR,1.9455858537797,2.96030237409099,-1.49281434892657,1.39332958953953,0.546134036136627,2.63668058547642,0.618476894707782,0.521150013350414,2.81929395858588,0.431426565031876,0.596499512333589,0.589255906411438,3.26621617558674,0.47495667592792,0.452989171484057,0.430396694553215,0.670960503625013,1.5184397827491,5.49506376440225,4
40,200,0.05,MSLCR,1.91288494258416,2.88189450276283,-1.4539217459047,1.44505057932768,0.386913526000007,2.66682788714488,0.621683375775507,0.392793449910819,2.95219725250257,0.322574273784138,0.635944727048211,0.496457729325562,3.427830528428,0.438010766096982,0.367439350174532,0.465127251776091,0.474471617226464,1.56206102673064,3.71694124444264,4
41,200,0.05,MVNR,2.11830164919698,2.94931000916632,-1.50468524684992,1.32510802081695,0.328252324366697,2.64111794341849,0.413387867312115,0.534489552303869,3.13473602732724,0.292718588294632,0.433694948384679,0.534697012418695,3.77563515141435,0.369217102780713,0.514379325386515,0.547623002319253,0.517021469986505,1.46338669219718,0.0,4
41,200,0.05,MVTR,2.07238776974588,2.98498456758635,-1.52278838523002,1.14171468406961,0.25708734321258,2.21201493239945,0.382484498431275,0.499475394336666,2.70228749095245,0.241461713350364,0.37622765763494,0.577699495121484,3.23168180786145,0.346671081306794,0.451280818733321,0.489706247460184,0.465908586957072,1.19620994360377,12.1503032681651,4
41,200,0.05,MSLR,2.08279841851761,2.95410271797605,-1.50781829146832,0.868357415099415,0.197961289055995,1.6476432317069,0.290583686030603,0.375367682540058,2.04254285224175,0.185575296861292,0.280717433918634,0.435935781367047,2.45365497117387,0.266969324763556,0.337486786961153,0.366607515875997,0.360449648236709,0.905213089713285,5.26204775597088,4
41,200,0.05,MVNCR,2.09446569941836,2.91876134813859,-1.49033767532141,1.44449159461012,0.339075638122512,2.89964862334117,0.489195178344367,0.614851304326446,3.44353929352477,0.343814416462776,0.494822328614744,0.665523121929247,4.12965580396194,0.409440424061792,0.564013987980873,0.628652844516174,0.544052638393561,1.59587006685584,0.0,4
41,200,0.05,MVTCR,2.05343787494736,3.0424563809779,-1.54914642481006,1.09611911644622,0.210423830731069,2.13332575265843,0.378550056123194,0.481276345601682,2.60777635502585,0.21551455959436,0.355940392585928,0.592687481433907,3.07296066913248,0.33182026797596,0.432875574771651,0.47386039526637,0.424831196729105,1.12480603384854,5.49999940215576,4
