Rep,N,Crate,Model,run_sec,nu
87,25,0.0,MVTR,0.0300000000000011,4
87,25,0.0,MSLR,0.0199999999999996,4
87,25,0.0,MVNCR,0.0,4
87,25,0.0,MVTCR,0.0299999999999994,4
87,25,0.0,MSLCR,0.0199999999999996,4
88,25,0.0,MVNR,0.0199999999999996,4
88,25,0.0,MVTR,0.0,4
88,25,0.0,MSLR,0.0,4
88,25,0.0,MVNCR,0.0,4
88,25,0.0,MVTCR,0.0299999999999994,4
88,25,0.0,MSLCR,0.0199999999999996,4
89,25,0.0,MVNR,0.0,4
89,25,0.0,MVTR,0.0199999999999996,4
89,25,0.0,MSLR,0.0300000000000011,4
89,25,0.0,MVNCR,0.0,4
89,25,0.0,MVTCR,0.0200000000000014,4
89,25,0.0,MSLCR,0.0099999999999997,4
90,25,0.0,MVNR,0.0,4
90,25,0.0,MVTR,0.0099999999999997,4
90,25,0.0,MSLR,0.0199999999999996,4
90,25,0.0,MVNCR,0.0100000000000016,4
